"PublYearMonth","Company","PSOE","PP","VOX","UP","Cs","ERC","CC","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2019-nov",NA,0.279995678167424,0.20805476805643,0.150752107697232,0.128589936577396,0.0680312675765105,0.0363066090400338,0.0051235811618227,NA,24258228,2019-11-10,2019-11-10,2019-11-10,FALSE,"Election"
"2019-apr",NA,0.286746140116103,0.166924585740189,0.102593562756697,0.143165981657983,0.158604868424633,0.0391058925885978,0.00525407620845489,NA,26201371,2019-04-28,2019-04-28,2019-04-28,FALSE,"Election"
"2016-jun",NA,0.226320007000986,0.330145376470327,0.00196152326320776,0.211507018342874,0.130606219278445,0.0265926047721032,0.00325325505310917,NA,24053755,2016-06-26,2016-06-26,2016-06-26,FALSE,"Election"
"2015-dec",NA,0.219953439156461,0.287052284821501,0.00230507629650229,0.243521390575731,0.139402814918842,0.0239688032114789,0.00324921593730561,NA,25211313,2015-12-20,2015-12-20,2015-12-20,FALSE,"Election"
"2011-nov",NA,0.287631680562306,0.446285961501483,0,0.0692450570428561,0,0.0105542816209333,0.00590914097671655,NA,24348886,2011-11-20,2011-11-20,2011-11-20,FALSE,"Election"
"2008-mar",NA,0.438678651601914,0.399380793284192,0,0.0376899616679521,0,0.0115850237866042,0.00678569767400744,NA,25734863,2008-03-09,2008-03-09,2008-03-09,FALSE,"Election"
