"PublYearMonth","Company","CDU/CSU","SPD","GRUNE","FDP","LINKE","AfD","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2016-dec","INSA",0.32,0.215,0.115,0.055,0.12,0.13,NA,1455,2016-12-13,2016-12-09,2016-12-12,FALSE,"INSA"
"2016-dec","Kantar(Emnid)",0.36,0.22,0.1,0.05,0.1,0.13,NA,2426,2016-12-10,2016-12-01,2016-12-07,FALSE,"Kantar(Emnid)"
"2016-dec","Forsch’gr.Wahlen",0.36,0.22,0.1,0.05,0.1,0.12,NA,1234,2016-12-09,2016-12-06,2016-12-08,FALSE,"Forsch’gr.Wahlen"
"2016-dec","Infratestdimap",0.35,0.22,0.11,0.05,0.09,0.13,NA,1504,2016-12-08,2016-12-05,2016-12-07,FALSE,"Infratestdimap"
"2016-dec","Forsa",0.36,0.22,0.11,0.06,0.1,0.1,0.25,2501,2016-12-07,2016-11-28,2016-12-02,FALSE,"Forsa"
"2016-dec","INSA",0.32,0.225,0.105,0.05,0.115,0.14,NA,2080,2016-12-06,2016-12-02,2016-12-05,FALSE,"INSA"
"2016-dec","Kantar(Emnid)",0.37,0.22,0.11,0.05,0.1,0.12,NA,2658,2016-12-03,2016-11-24,2016-11-30,FALSE,"Kantar(Emnid)"
"2016-nov","Forsa",0.37,0.22,0.1,0.05,0.09,0.11,0.26,2503,2016-11-30,2016-11-21,2016-11-25,FALSE,"Forsa"
"2016-nov","INSA",0.325,0.22,0.1,0.055,0.115,0.135,NA,2097,2016-11-28,2016-11-25,2016-11-28,FALSE,"INSA"
"2016-nov","Kantar(Emnid)",0.35,0.23,0.11,0.05,0.09,0.12,NA,2426,2016-11-26,2016-11-17,2016-11-23,FALSE,"Kantar(Emnid)"
"2016-nov","Forsch’gr.Wahlen",0.36,0.21,0.11,0.05,0.1,0.13,NA,1258,2016-11-25,2016-11-22,2016-11-24,FALSE,"Forsch’gr.Wahlen"
"2016-nov","Forsa",0.36,0.23,0.1,0.05,0.1,0.1,0.25,2505,2016-11-23,2016-11-14,2016-11-18,FALSE,"Forsa"
"2016-nov","INSA",0.315,0.22,0.105,0.055,0.105,0.15,NA,2030,2016-11-22,2016-11-18,2016-11-21,FALSE,"INSA"
"2016-nov","Kantar(Emnid)",0.33,0.24,0.12,0.05,0.09,0.13,NA,2859,2016-11-19,2016-11-10,2016-11-16,FALSE,"Kantar(Emnid)"
"2016-nov","Infratestdimap",0.32,0.23,0.13,0.06,0.09,0.12,NA,1014,2016-11-18,2016-11-14,2016-11-16,FALSE,"Infratestdimap"
"2016-nov","Allensbach",0.34,0.23,0.11,0.075,0.09,0.105,NA,1436,2016-11-16,2016-10-28,2016-11-10,FALSE,"Allensbach"
"2016-nov","Forsa",0.35,0.23,0.11,0.06,0.1,0.1,0.26,2503,2016-11-16,2016-11-07,2016-11-11,FALSE,"Forsa"
"2016-nov","INSA",0.3,0.225,0.105,0.065,0.115,0.145,NA,2037,2016-11-14,2016-11-11,2016-11-14,FALSE,"INSA"
"2016-nov","Kantar(Emnid)",0.34,0.23,0.11,0.05,0.1,0.12,NA,2782,2016-11-12,2016-11-03,2016-11-09,FALSE,"Kantar(Emnid)"
"2016-nov","Forsch’gr.Wahlen",0.34,0.22,0.13,0.05,0.1,0.12,NA,1276,2016-11-11,2016-11-08,2016-11-10,FALSE,"Forsch’gr.Wahlen"
"2016-nov","Forsa",0.34,0.23,0.11,0.06,0.1,0.11,0.26,2503,2016-11-09,2016-10-31,2016-11-04,FALSE,"Forsa"
"2016-nov","INSA",0.305,0.22,0.11,0.07,0.105,0.135,NA,2045,2016-11-08,2016-11-04,2016-11-07,FALSE,"INSA"
"2016-nov","Kantar(Emnid)",0.34,0.22,0.11,0.05,0.1,0.12,NA,1678,2016-11-05,2016-10-27,2016-11-02,FALSE,"Kantar(Emnid)"
"2016-nov","GMS",0.33,0.22,0.11,0.07,0.11,0.12,NA,1012,2016-11-03,2016-10-27,2016-11-02,FALSE,"GMS"
"2016-nov","Infratestdimap",0.33,0.22,0.12,0.06,0.09,0.13,NA,1505,2016-11-03,2016-10-31,2016-11-02,FALSE,"Infratestdimap"
"2016-nov","Forsa",0.34,0.22,0.11,0.07,0.1,0.11,0.26,2503,2016-11-02,2016-10-24,2016-10-28,FALSE,"Forsa"
"2016-nov","INSA",0.305,0.225,0.11,0.065,0.115,0.13,NA,2037,2016-11-02,2016-10-28,2016-11-02,FALSE,"INSA"
"2016-oct","Kantar(Emnid)",0.34,0.23,0.11,0.05,0.1,0.12,NA,1840,2016-10-29,2016-10-20,2016-10-26,FALSE,"Kantar(Emnid)"
"2016-oct","Forsch’gr.Wahlen",0.33,0.23,0.12,0.05,0.1,0.12,NA,1287,2016-10-28,2016-10-25,2016-10-27,FALSE,"Forsch’gr.Wahlen"
"2016-oct","Forsa",0.35,0.22,0.11,0.06,0.09,0.12,0.29,2504,2016-10-26,2016-10-17,2016-10-21,FALSE,"Forsa"
"2016-oct","INSA",0.305,0.225,0.115,0.06,0.115,0.14,NA,2043,2016-10-25,2016-10-21,2016-10-24,FALSE,"INSA"
"2016-oct","Kantar(Emnid)",0.33,0.23,0.11,0.05,0.1,0.13,NA,1961,2016-10-22,2016-10-13,2016-10-19,FALSE,"Kantar(Emnid)"
"2016-oct","Allensbach",0.33,0.22,0.12,0.075,0.09,0.125,NA,1458,2016-10-20,2016-10-01,2016-10-13,FALSE,"Allensbach"
"2016-oct","Infratestdimap",0.33,0.22,0.12,0.05,0.09,0.14,NA,1018,2016-10-20,2016-10-18,2016-10-19,FALSE,"Infratestdimap"
"2016-oct","Forsa",0.34,0.22,0.11,0.06,0.09,0.12,0.31,2505,2016-10-19,2016-10-10,2016-10-14,FALSE,"Forsa"
"2016-oct","INSA",0.295,0.215,0.12,0.065,0.125,0.135,NA,2077,2016-10-18,2016-10-14,2016-10-17,FALSE,"INSA"
"2016-oct","Kantar(Emnid)",0.32,0.24,0.11,0.06,0.09,0.13,NA,2827,2016-10-15,2016-10-06,2016-10-12,FALSE,"Kantar(Emnid)"
"2016-oct","Forsch’gr.Wahlen",0.34,0.22,0.12,0.05,0.1,0.13,NA,1188,2016-10-14,2016-10-11,2016-10-13,FALSE,"Forsch’gr.Wahlen"
"2016-oct","GMS",0.34,0.21,0.12,0.07,0.1,0.13,NA,1003,2016-10-13,2016-10-07,2016-10-12,FALSE,"GMS"
"2016-oct","Forsa",0.34,0.22,0.11,0.06,0.1,0.12,0.28,2004,2016-10-12,2016-10-04,2016-10-07,FALSE,"Forsa"
"2016-oct","INSA",0.295,0.22,0.11,0.065,0.12,0.15,NA,2085,2016-10-10,2016-10-07,2016-10-10,FALSE,"INSA"
"2016-oct","Kantar(Emnid)",0.32,0.23,0.12,0.06,0.1,0.12,NA,1866,2016-10-08,2016-09-29,2016-10-05,FALSE,"Kantar(Emnid)"
"2016-oct","Infratestdimap",0.33,0.22,0.11,0.06,0.09,0.14,NA,1503,2016-10-06,2016-10-04,2016-10-05,FALSE,"Infratestdimap"
"2016-oct","Forsa",0.33,0.22,0.11,0.06,0.1,0.13,0.28,2503,2016-10-05,2016-09-26,2016-09-30,FALSE,"Forsa"
"2016-oct","INSA",0.3,0.21,0.115,0.07,0.115,0.15,NA,2049,2016-10-05,2016-09-30,2016-10-03,FALSE,"INSA"
"2016-oct","Kantar(Emnid)",0.32,0.23,0.11,0.07,0.1,0.12,NA,1939,2016-10-01,2016-09-22,2016-09-28,FALSE,"Kantar(Emnid)"
"2016-sep","Forsa",0.33,0.23,0.1,0.06,0.09,0.14,0.25,2506,2016-09-28,2016-09-19,2016-09-23,FALSE,"Forsa"
"2016-sep","INSA",0.3,0.21,0.1,0.07,0.11,0.155,NA,2048,2016-09-27,2016-09-23,2016-09-26,FALSE,"INSA"
"2016-sep","Kantar(Emnid)",0.32,0.23,0.11,0.06,0.09,0.14,NA,2798,2016-09-24,2016-09-15,2016-09-21,FALSE,"Kantar(Emnid)"
"2016-sep","Forsch’gr.Wahlen",0.33,0.22,0.13,0.05,0.1,0.13,NA,1241,2016-09-23,2016-09-20,2016-09-22,FALSE,"Forsch’gr.Wahlen"
"2016-sep","Infratestdimap",0.32,0.22,0.12,0.06,0.08,0.16,NA,1018,2016-09-23,2016-09-19,2016-09-21,FALSE,"Infratestdimap"
"2016-sep","Allensbach",0.335,0.24,0.11,0.07,0.07,0.125,NA,1407,2016-09-22,2016-09-03,2016-09-15,FALSE,"Allensbach"
"2016-sep","Forsa",0.33,0.23,0.11,0.06,0.08,0.13,0.26,2504,2016-09-21,2016-09-12,2016-09-16,FALSE,"Forsa"
"2016-sep","INSA",0.3,0.22,0.11,0.07,0.1,0.15,NA,2069,2016-09-19,2016-09-16,2016-09-19,FALSE,"INSA"
"2016-sep","Kantar(Emnid)",0.32,0.24,0.11,0.05,0.09,0.14,NA,2780,2016-09-17,2016-09-08,2016-09-14,FALSE,"Kantar(Emnid)"
"2016-sep","GMS",0.33,0.23,0.11,0.07,0.08,0.13,NA,1010,2016-09-15,2016-09-09,2016-09-14,FALSE,"GMS"
"2016-sep","Forsa",0.32,0.23,0.11,0.06,0.08,0.13,0.28,2501,2016-09-14,2016-09-05,2016-09-09,FALSE,"Forsa"
"2016-sep","INSA",0.305,0.215,0.11,0.07,0.1,0.15,NA,2035,2016-09-13,2016-09-09,2016-09-12,FALSE,"INSA"
"2016-sep","Kantar(Emnid)",0.33,0.23,0.11,0.06,0.09,0.13,NA,2423,2016-09-10,2016-09-01,2016-09-07,FALSE,"Kantar(Emnid)"
"2016-sep","Forsa",0.33,0.22,0.12,0.07,0.08,0.12,0.28,2501,2016-09-07,2016-08-29,2016-09-02,FALSE,"Forsa"
"2016-sep","INSA",0.305,0.215,0.115,0.065,0.095,0.15,NA,2071,2016-09-05,2016-09-02,2016-09-05,FALSE,"INSA"
"2016-sep","Kantar(Emnid)",0.34,0.23,0.11,0.06,0.09,0.12,NA,1966,2016-09-03,2016-08-25,2016-08-31,FALSE,"Kantar(Emnid)"
"2016-sep","Infratestdimap",0.33,0.23,0.11,0.05,0.09,0.14,NA,1504,2016-09-01,2016-08-29,2016-08-31,FALSE,"Infratestdimap"
"2016-sep","Infratestdimap",NA,0.18,0.07,0.03,0.18,0.21,NA,NA,2016-09-01,NA,NA,FALSE,"Infratestdimap"
"2016-sep","Infratestdimap",0.34,0.24,0.12,0.06,0.07,0.12,NA,NA,2016-09-01,NA,NA,FALSE,"Infratestdimap"
"2016-aug","Forsa",0.33,0.22,0.12,0.06,0.09,0.12,0.29,2503,2016-08-31,2016-08-22,2016-08-26,FALSE,"Forsa"
"2016-aug","INSA",0.305,0.21,0.115,0.07,0.105,0.145,NA,2013,2016-08-30,2016-08-26,2016-08-29,FALSE,"INSA"
"2016-aug","Kantar(Emnid)",0.34,0.22,0.12,0.05,0.1,0.11,NA,1981,2016-08-27,2016-08-18,2016-08-24,FALSE,"Kantar(Emnid)"
"2016-aug","Infratestdimap",0.33,0.22,0.12,0.05,0.09,0.13,NA,1008,2016-08-26,2016-08-23,2016-08-24,FALSE,"Infratestdimap"
"2016-aug","Infratestdimap",NA,0.17,0.07,0.02,0.18,0.21,NA,NA,2016-08-26,NA,NA,FALSE,"Infratestdimap"
"2016-aug","Infratestdimap",0.34,0.24,0.13,0.06,0.07,0.11,NA,NA,2016-08-26,NA,NA,FALSE,"Infratestdimap"
"2016-aug","Allensbach",0.345,0.23,0.115,0.075,0.09,0.1,NA,1496,2016-08-24,2016-08-03,2016-08-17,FALSE,"Allensbach"
"2016-aug","Forsa",0.35,0.22,0.12,0.06,0.09,0.1,0.29,2504,2016-08-24,2016-08-15,2016-08-19,FALSE,"Forsa"
"2016-aug","INSA",0.31,0.21,0.115,0.065,0.105,0.14,NA,2020,2016-08-23,2016-08-19,2016-08-22,FALSE,"INSA"
"2016-aug","Kantar(Emnid)",0.34,0.23,0.13,0.05,0.09,0.1,NA,2358,2016-08-20,2016-08-11,2016-08-17,FALSE,"Kantar(Emnid)"
"2016-aug","Forsa",0.36,0.21,0.13,0.06,0.09,0.09,0.29,2501,2016-08-17,2016-08-08,2016-08-12,FALSE,"Forsa"
"2016-aug","INSA",0.31,0.205,0.11,0.07,0.115,0.135,NA,2046,2016-08-16,2016-08-12,2016-08-15,FALSE,"INSA"
"2016-aug","Kantar(Emnid)",0.34,0.22,0.12,0.06,0.1,0.11,NA,2352,2016-08-13,2016-08-04,2016-08-10,FALSE,"Kantar(Emnid)"
"2016-aug","Forsch’gr.Wahlen",0.35,0.22,0.13,0.06,0.09,0.11,NA,1221,2016-08-12,2016-08-09,2016-08-11,FALSE,"Forsch’gr.Wahlen"
"2016-aug","Forsa",0.36,0.21,0.13,0.05,0.1,0.09,0.28,2501,2016-08-10,2016-08-01,2016-08-05,FALSE,"Forsa"
"2016-aug","INSA",0.315,0.21,0.115,0.065,0.115,0.13,NA,2056,2016-08-09,2016-08-05,2016-08-08,FALSE,"INSA"
"2016-aug","Kantar(Emnid)",0.34,0.22,0.12,0.06,0.1,0.11,NA,2815,2016-08-06,2016-07-28,2016-08-03,FALSE,"Kantar(Emnid)"
"2016-aug","Infratestdimap",NA,0.19,0.07,0.03,0.18,0.2,NA,NA,2016-08-05,NA,NA,FALSE,"Infratestdimap"
"2016-aug","Infratestdimap",0.34,0.22,0.13,0.05,0.09,0.12,NA,1503,2016-08-04,2016-08-01,2016-08-03,FALSE,"Infratestdimap"
"2016-aug","Infratestdimap",0.35,0.22,0.14,0.06,0.07,0.11,NA,NA,2016-08-04,NA,NA,FALSE,"Infratestdimap"
"2016-aug","Forsa",0.35,0.23,0.12,0.06,0.09,0.09,0.27,2508,2016-08-03,2016-07-25,2016-07-29,FALSE,"Forsa"
"2016-aug","INSA",0.315,0.21,0.11,0.065,0.11,0.13,NA,1973,2016-08-02,2016-07-30,2016-08-01,FALSE,"INSA"
"2016-jul","Kantar(Emnid)",0.35,0.23,0.11,0.05,0.09,0.12,NA,2815,2016-07-30,2016-07-21,2016-07-27,FALSE,"Kantar(Emnid)"
"2016-jul","Forsa",0.35,0.22,0.13,0.06,0.09,0.09,0.28,2508,2016-07-26,2016-07-18,2016-07-22,FALSE,"Forsa"
"2016-jul","INSA",0.315,0.215,0.12,0.065,0.115,0.12,NA,2049,2016-07-26,2016-07-22,2016-07-25,FALSE,"INSA"
"2016-jul","Kantar(Emnid)",0.35,0.23,0.12,0.05,0.1,0.1,NA,1870,2016-07-23,2016-07-14,2016-07-20,FALSE,"Kantar(Emnid)"
"2016-jul","Forsch’gr.Wahlen",0.35,0.24,0.13,0.05,0.08,0.11,NA,1271,2016-07-22,2016-07-19,2016-07-21,FALSE,"Forsch’gr.Wahlen"
"2016-jul","Allensbach",0.355,0.225,0.12,0.07,0.095,0.095,NA,1466,2016-07-21,2016-07-01,2016-07-14,FALSE,"Allensbach"
"2016-jul","Forsa",0.35,0.22,0.12,0.07,0.09,0.09,0.28,2502,2016-07-20,2016-07-11,2016-07-15,FALSE,"Forsa"
"2016-jul","INSA",0.32,0.21,0.12,0.07,0.115,0.11,NA,2038,2016-07-19,2016-07-15,2016-07-18,FALSE,"INSA"
"2016-jul","Kantar(Emnid)",0.35,0.24,0.12,0.05,0.09,0.1,NA,1973,2016-07-16,2016-07-07,2016-07-13,FALSE,"Kantar(Emnid)"
"2016-jul","Infratestdimap",0.33,0.22,0.14,0.06,0.08,0.12,NA,1037,2016-07-15,2016-07-12,2016-07-13,FALSE,"Infratestdimap"
"2016-jul","Infratestdimap",NA,0.19,0.07,0.03,0.18,0.2,NA,NA,2016-07-15,NA,NA,FALSE,"Infratestdimap"
"2016-jul","Infratestdimap",0.35,0.23,0.15,0.06,0.06,0.1,NA,NA,2016-07-15,NA,NA,FALSE,"Infratestdimap"
"2016-jul","GMS",0.34,0.22,0.13,0.07,0.09,0.09,NA,1005,2016-07-14,2016-07-08,2016-07-13,FALSE,"GMS"
"2016-jul","Forsa",0.36,0.23,0.12,0.06,0.09,0.08,0.27,2503,2016-07-13,2016-07-04,2016-07-08,FALSE,"Forsa"
"2016-jul","INSA",0.31,0.205,0.12,0.075,0.11,0.125,NA,2034,2016-07-11,2016-07-08,2016-07-11,FALSE,"INSA"
"2016-jul","Kantar(Emnid)",0.35,0.23,0.13,0.05,0.09,0.1,NA,1402,2016-07-09,2016-07-02,2016-07-06,FALSE,"Kantar(Emnid)"
"2016-jul","Forsch’gr.Wahlen",0.34,0.23,0.13,0.06,0.09,0.11,NA,1320,2016-07-08,2016-07-04,2016-07-07,FALSE,"Forsch’gr.Wahlen"
"2016-jul","Infratestdimap",0.34,0.22,0.13,0.06,0.09,0.12,NA,1504,2016-07-07,2016-07-04,2016-07-06,FALSE,"Infratestdimap"
"2016-jul","Infratestdimap",NA,0.18,0.07,0.04,0.18,0.19,NA,NA,2016-07-07,NA,NA,FALSE,"Infratestdimap"
"2016-jul","Infratestdimap",0.35,0.23,0.14,0.06,0.07,0.11,NA,NA,2016-07-07,NA,NA,FALSE,"Infratestdimap"
"2016-jul","Forsa",0.35,0.21,0.13,0.06,0.1,0.09,0.27,2504,2016-07-06,2016-06-27,2016-07-01,FALSE,"Forsa"
"2016-jul","INSA",0.3,0.21,0.12,0.08,0.1,0.145,NA,2001,2016-07-04,2016-07-01,2016-07-04,FALSE,"INSA"
"2016-jul","Kantar(Emnid)",0.33,0.23,0.12,0.06,0.1,0.11,NA,1936,2016-07-02,2016-06-23,2016-06-29,FALSE,"Kantar(Emnid)"
"2016-jun","Forsa",0.34,0.22,0.12,0.06,0.09,0.1,0.29,2501,2016-06-28,2016-06-20,2016-06-24,FALSE,"Forsa"
"2016-jun","INSA",0.3,0.19,0.13,0.08,0.11,0.14,NA,2054,2016-06-27,2016-06-24,2016-06-27,FALSE,"INSA"
"2016-jun","Kantar(Emnid)",0.32,0.23,0.13,0.06,0.09,0.12,NA,1905,2016-06-25,2016-06-16,2016-06-22,FALSE,"Kantar(Emnid)"
"2016-jun","Forsch’gr.Wahlen",0.34,0.22,0.12,0.06,0.09,0.12,NA,1224,2016-06-24,2016-06-20,2016-06-23,FALSE,"Forsch’gr.Wahlen"
"2016-jun","Forsa",0.33,0.21,0.13,0.06,0.09,0.11,0.29,2503,2016-06-22,2016-06-13,2016-06-17,FALSE,"Forsa"
"2016-jun","INSA",0.31,0.2,0.13,0.07,0.11,0.13,NA,2017,2016-06-20,2016-06-17,2016-06-20,FALSE,"INSA"
"2016-jun","Kantar(Emnid)",0.33,0.22,0.13,0.06,0.09,0.12,NA,2744,2016-06-18,2016-06-09,2016-06-15,FALSE,"Kantar(Emnid)"
"2016-jun","Infratestdimap",0.31,0.21,0.14,0.07,0.09,0.14,NA,1000,2016-06-17,2016-06-13,2016-06-15,FALSE,"Infratestdimap"
"2016-jun","Infratestdimap",NA,0.17,0.07,0.05,0.18,0.19,NA,NA,2016-06-17,NA,NA,FALSE,"Infratestdimap"
"2016-jun","Infratestdimap",0.31,0.22,0.16,0.07,0.07,0.13,NA,NA,2016-06-17,NA,NA,FALSE,"Infratestdimap"
"2016-jun","Allensbach",0.335,0.21,0.12,0.08,0.09,0.115,NA,1396,2016-06-15,2016-05-27,2016-06-09,FALSE,"Allensbach"
"2016-jun","Forsa",0.33,0.21,0.13,0.06,0.1,0.11,0.3,2505,2016-06-15,2016-06-06,2016-06-10,FALSE,"Forsa"
"2016-jun","INSA",0.3,0.195,0.12,0.08,0.11,0.14,NA,2047,2016-06-13,2016-06-10,2016-06-13,FALSE,"INSA"
"2016-jun","Kantar(Emnid)",0.34,0.21,0.14,0.06,0.09,0.11,NA,1838,2016-06-11,2016-06-02,2016-06-08,FALSE,"Kantar(Emnid)"
"2016-jun","Forsa",0.34,0.21,0.13,0.07,0.1,0.1,0.29,2501,2016-06-08,2016-05-30,2016-06-03,FALSE,"Forsa"
"2016-jun","INSA",0.3,0.19,0.13,0.08,0.105,0.14,NA,2032,2016-06-06,2016-06-03,2016-06-06,FALSE,"INSA"
"2016-jun","Kantar(Emnid)",0.33,0.22,0.13,0.06,0.09,0.12,NA,1851,2016-06-04,2016-05-25,2016-06-01,FALSE,"Kantar(Emnid)"
"2016-jun","Forsch’gr.Wahlen",0.33,0.21,0.13,0.06,0.09,0.13,NA,1292,2016-06-03,2016-05-31,2016-06-02,FALSE,"Forsch’gr.Wahlen"
"2016-jun","GMS",0.32,0.21,0.13,0.07,0.08,0.13,NA,1004,2016-06-02,2016-05-27,2016-06-01,FALSE,"GMS"
"2016-jun","Infratestdimap",0.32,0.21,0.13,0.06,0.09,0.15,NA,1506,2016-06-02,2016-05-30,2016-06-01,FALSE,"Infratestdimap"
"2016-jun","Infratestdimap",NA,0.16,0.08,0.04,0.17,0.21,NA,NA,2016-06-02,NA,NA,FALSE,"Infratestdimap"
"2016-jun","Infratestdimap",0.32,0.22,0.14,0.07,0.07,0.14,NA,NA,2016-06-02,NA,NA,FALSE,"Infratestdimap"
"2016-jun","Forsa",0.34,0.21,0.13,0.06,0.09,0.1,0.29,2502,2016-06-01,2016-05-23,2016-05-27,FALSE,"Forsa"
"2016-may","INSA",0.3,0.19,0.13,0.08,0.095,0.15,NA,2053,2016-05-31,2016-05-25,2016-05-30,FALSE,"INSA"
"2016-may","Kantar(Emnid)",0.33,0.21,0.12,0.06,0.09,0.14,NA,2881,2016-05-28,2016-05-19,2016-05-24,FALSE,"Kantar(Emnid)"
"2016-may","Forsa",0.33,0.2,0.14,0.06,0.09,0.12,0.3,2006,2016-05-24,2016-05-17,2016-05-20,FALSE,"Forsa"
"2016-may","INSA",0.305,0.195,0.13,0.07,0.1,0.15,NA,2022,2016-05-23,2016-05-20,2016-05-23,FALSE,"INSA"
"2016-may","Kantar(Emnid)",0.32,0.22,0.12,0.06,0.09,0.13,NA,1485,2016-05-21,2016-05-13,2016-05-18,FALSE,"Kantar(Emnid)"
"2016-may","Infratestdimap",0.32,0.21,0.12,0.07,0.09,0.15,NA,1015,2016-05-20,2016-05-17,2016-05-18,FALSE,"Infratestdimap"
"2016-may","Infratestdimap",NA,0.16,0.07,0.05,0.17,0.21,NA,NA,2016-05-20,NA,NA,FALSE,"Infratestdimap"
"2016-may","Infratestdimap",0.32,0.22,0.13,0.08,0.07,0.14,NA,NA,2016-05-20,NA,NA,FALSE,"Infratestdimap"
"2016-may","Allensbach",0.335,0.21,0.115,0.08,0.09,0.125,NA,1474,2016-05-17,2016-04-28,2016-05-12,FALSE,"Allensbach"
"2016-may","Forsa",0.34,0.19,0.14,0.07,0.09,0.11,0.29,2501,2016-05-17,2016-05-09,2016-05-13,FALSE,"Forsa"
"2016-may","INSA",0.305,0.195,0.13,0.075,0.105,0.15,NA,1947,2016-05-17,2016-05-13,2016-05-17,FALSE,"INSA"
"2016-may","Kantar(Emnid)",0.33,0.23,0.13,0.05,0.09,0.13,NA,1922,2016-05-14,2016-05-06,2016-05-11,FALSE,"Kantar(Emnid)"
"2016-may","Forsch’gr.Wahlen",0.33,0.21,0.14,0.07,0.08,0.13,NA,1263,2016-05-13,2016-05-10,2016-05-12,FALSE,"Forsch’gr.Wahlen"
"2016-may","Forsa",0.34,0.21,0.13,0.08,0.09,0.1,0.27,2002,2016-05-11,2016-05-02,2016-05-06,FALSE,"Forsa"
"2016-may","INSA",0.305,0.195,0.13,0.08,0.1,0.15,NA,2048,2016-05-09,2016-05-04,2016-05-09,FALSE,"INSA"
"2016-may","Kantar(Emnid)",0.32,0.22,0.12,0.06,0.09,0.14,NA,1838,2016-05-07,2016-04-28,2016-05-03,FALSE,"Kantar(Emnid)"
"2016-may","Infratestdimap",0.33,0.2,0.13,0.06,0.08,0.15,NA,1503,2016-05-04,2016-05-02,2016-05-03,FALSE,"Infratestdimap"
"2016-may","Infratestdimap",NA,0.16,0.07,0.04,0.17,0.21,NA,NA,2016-05-04,NA,NA,FALSE,"Infratestdimap"
"2016-may","Infratestdimap",0.33,0.21,0.14,0.07,0.06,0.14,NA,NA,2016-05-04,NA,NA,FALSE,"Infratestdimap"
"2016-may","Forsa",0.34,0.21,0.13,0.08,0.09,0.09,0.28,2501,2016-05-03,2016-04-25,2016-04-29,FALSE,"Forsa"
"2016-may","INSA",0.32,0.195,0.13,0.08,0.1,0.135,NA,2036,2016-05-02,2016-04-29,2016-05-02,FALSE,"INSA"
"2016-apr","Kantar(Emnid)",0.33,0.22,0.12,0.06,0.09,0.13,NA,2805,2016-04-30,2016-04-21,2016-04-27,FALSE,"Kantar(Emnid)"
"2016-apr","Forsa",0.33,0.22,0.13,0.08,0.09,0.1,0.28,2502,2016-04-27,2016-04-18,2016-04-22,FALSE,"Forsa"
"2016-apr","INSA",0.31,0.195,0.14,0.08,0.1,0.135,NA,2054,2016-04-25,2016-04-22,2016-04-25,FALSE,"INSA"
"2016-apr","Kantar(Emnid)",0.33,0.22,0.13,0.06,0.09,0.12,NA,2393,2016-04-23,2016-04-14,2016-04-20,FALSE,"Kantar(Emnid)"
"2016-apr","Forsch’gr.Wahlen",0.33,0.22,0.14,0.07,0.08,0.12,NA,1226,2016-04-22,2016-04-19,2016-04-21,FALSE,"Forsch’gr.Wahlen"
"2016-apr","Infratestdimap",0.33,0.21,0.12,0.07,0.08,0.14,NA,1011,2016-04-22,2016-04-18,2016-04-20,FALSE,"Infratestdimap"
"2016-apr","Infratestdimap",NA,0.17,0.05,0.05,0.16,0.2,NA,NA,2016-04-22,NA,NA,FALSE,"Infratestdimap"
"2016-apr","Infratestdimap",0.34,0.22,0.13,0.08,0.06,0.13,NA,NA,2016-04-22,NA,NA,FALSE,"Infratestdimap"
"2016-apr","GMS",0.35,0.21,0.12,0.07,0.09,0.11,NA,1008,2016-04-21,2016-04-15,2016-04-20,FALSE,"GMS"
"2016-apr","Allensbach",0.335,0.23,0.11,0.08,0.09,0.105,NA,1388,2016-04-20,2016-04-01,2016-04-14,FALSE,"Allensbach"
"2016-apr","Forsa",0.34,0.21,0.13,0.07,0.09,0.11,0.29,2504,2016-04-20,2016-04-11,2016-04-15,FALSE,"Forsa"
"2016-apr","INSA",0.315,0.195,0.13,0.07,0.095,0.135,NA,2010,2016-04-18,2016-04-16,2016-04-18,FALSE,"INSA"
"2016-apr","Kantar(Emnid)",0.33,0.22,0.13,0.07,0.09,0.11,NA,1941,2016-04-16,2016-04-07,2016-04-13,FALSE,"Kantar(Emnid)"
"2016-apr","Forsa",0.34,0.21,0.14,0.07,0.09,0.1,0.29,2506,2016-04-13,2016-04-04,2016-04-08,FALSE,"Forsa"
"2016-apr","INSA",0.315,0.195,0.135,0.075,0.095,0.125,NA,1997,2016-04-11,2016-04-08,2016-04-11,FALSE,"INSA"
"2016-apr","Kantar(Emnid)",0.34,0.22,0.13,0.07,0.08,0.12,NA,2240,2016-04-09,2016-03-31,2016-04-06,FALSE,"Kantar(Emnid)"
"2016-apr","Forsch’gr.Wahlen",0.36,0.22,0.12,0.07,0.07,0.12,NA,1261,2016-04-08,2016-04-05,2016-04-07,FALSE,"Forsch’gr.Wahlen"
"2016-apr","Infratestdimap",0.34,0.21,0.13,0.07,0.07,0.14,NA,1505,2016-04-07,2016-04-04,2016-04-06,FALSE,"Infratestdimap"
"2016-apr","Infratestdimap",NA,0.18,0.06,0.05,0.16,0.19,NA,NA,2016-04-07,NA,NA,FALSE,"Infratestdimap"
"2016-apr","Infratestdimap",0.35,0.22,0.14,0.07,0.05,0.13,NA,NA,2016-04-07,NA,NA,FALSE,"Infratestdimap"
"2016-apr","Forsa",0.35,0.21,0.13,0.07,0.08,0.1,0.27,2004,2016-04-06,2016-03-29,2016-04-01,FALSE,"Forsa"
"2016-apr","INSA",0.32,0.2,0.125,0.075,0.09,0.13,NA,2036,2016-04-04,2016-04-01,2016-04-04,FALSE,"INSA"
