"PublYearMonth","Company","CDU/CSU","SPD","GRUNE","FDP","LINKE","AfD","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2009-sep","Forsa",0.35,0.26,0.11,0.13,0.1,NA,NA,2503,2009-09-23,2009-09-15,2009-09-21,FALSE,"Forsa"
"2009-sep","Allensbach",0.35,0.24,0.11,0.135,0.115,NA,NA,1200,2009-09-22,2009-09-14,2009-09-21,FALSE,"Allensbach"
"2009-sep","Forsch’gr.Wahlen",0.36,0.25,0.1,0.13,0.11,NA,NA,1352,2009-09-18,2009-09-15,2009-09-17,FALSE,"Forsch’gr.Wahlen"
"2009-sep","GMS",0.36,0.25,0.11,0.13,0.11,NA,NA,1002,2009-09-18,2009-09-14,2009-09-17,FALSE,"GMS"
"2009-sep","Kantar(Emnid)",0.35,0.25,0.11,0.13,0.12,NA,NA,1411,2009-09-17,2009-09-14,2009-09-16,FALSE,"Kantar(Emnid)"
"2009-sep","Infratestdimap",0.35,0.26,0.1,0.14,0.11,NA,NA,1252,2009-09-17,2009-09-15,2009-09-17,FALSE,"Infratestdimap"
"2009-sep","Forsa",0.37,0.24,0.11,0.12,0.1,NA,NA,1008,2009-09-16,2009-09-14,NA,FALSE,"Forsa"
"2009-sep","Forsa",0.35,0.22,0.11,0.13,0.13,NA,NA,2506,2009-09-16,2009-09-07,2009-09-11,FALSE,"Forsa"
"2009-sep","Allensbach",0.36,0.225,0.12,0.125,0.12,NA,NA,NA,2009-09-15,2009-09-02,2009-09-10,FALSE,"Allensbach"
"2009-sep","Forsch’gr.Wahlen",0.36,0.23,0.11,0.14,0.11,NA,NA,1336,2009-09-11,2009-09-08,2009-09-10,FALSE,"Forsch’gr.Wahlen"
"2009-sep","Infratestdimap",0.35,0.23,0.12,0.14,0.12,NA,NA,1000,2009-09-10,2009-09-08,2009-09-09,FALSE,"Infratestdimap"
"2009-sep","Allensbach",0.35,0.225,0.13,0.13,0.115,NA,NA,NA,2009-09-09,2009-08-26,2009-09-02,FALSE,"Allensbach"
"2009-sep","Kantar(Emnid)",0.35,0.24,0.12,0.13,0.12,NA,NA,3718,2009-09-09,2009-08-31,2009-09-07,FALSE,"Kantar(Emnid)"
"2009-sep","Forsa",0.35,0.21,0.1,0.14,0.14,NA,NA,2504,2009-09-09,2009-09-01,2009-09-07,FALSE,"Forsa"
"2009-sep","Forsch’gr.Wahlen",0.37,0.23,0.11,0.15,0.1,NA,NA,1332,2009-09-04,2009-09-01,2009-09-03,FALSE,"Forsch’gr.Wahlen"
"2009-sep","Kantar(Emnid)",0.34,0.26,0.11,0.14,0.11,NA,NA,1833,2009-09-03,2009-08-31,2009-09-02,FALSE,"Kantar(Emnid)"
"2009-sep","Infratestdimap",0.35,0.23,0.13,0.14,0.11,NA,NA,1500,2009-09-03,2009-08-31,2009-09-02,FALSE,"Infratestdimap"
"2009-sep","Kantar(Emnid)",0.35,0.24,0.11,0.14,0.11,NA,NA,3195,2009-09-02,2009-08-24,2009-08-31,FALSE,"Kantar(Emnid)"
"2009-sep","Forsa",0.36,0.22,0.12,0.14,0.1,NA,NA,2502,2009-09-02,2009-08-25,2009-08-31,FALSE,"Forsa"
"2009-sep","Allensbach",0.355,0.23,0.135,0.14,0.095,NA,NA,NA,2009-09-01,2009-08-19,2009-08-26,FALSE,"Allensbach"
"2009-aug","Forsch’gr.Wahlen",0.37,0.23,0.12,0.14,0.09,NA,NA,1338,2009-08-28,2009-08-24,2009-08-26,FALSE,"Forsch’gr.Wahlen"
"2009-aug","Infratestdimap",0.35,0.23,0.13,0.15,0.1,NA,NA,1000,2009-08-27,2009-08-24,2009-08-26,FALSE,"Infratestdimap"
"2009-aug","Kantar(Emnid)",0.36,0.24,0.12,0.14,0.1,NA,NA,3281,2009-08-26,2009-08-17,2009-08-24,FALSE,"Kantar(Emnid)"
"2009-aug","Forsa",0.37,0.22,0.12,0.13,0.1,NA,NA,2504,2009-08-26,2009-08-18,2009-08-24,FALSE,"Forsa"
"2009-aug","GMS",0.37,0.23,0.13,0.13,0.09,NA,NA,1004,2009-08-24,2009-08-18,2009-08-23,FALSE,"GMS"
"2009-aug","Forsch’gr.Wahlen",0.37,0.23,0.12,0.14,0.09,NA,NA,1262,2009-08-21,2009-08-18,2009-08-20,FALSE,"Forsch’gr.Wahlen"
"2009-aug","Infratestdimap",0.36,0.23,0.13,0.15,0.09,NA,NA,1000,2009-08-21,2009-08-18,2009-08-19,FALSE,"Infratestdimap"
"2009-aug","Kantar(Emnid)",0.36,0.23,0.12,0.14,0.1,NA,NA,3737,2009-08-19,2009-08-10,2009-08-17,FALSE,"Kantar(Emnid)"
"2009-aug","Forsa",0.37,0.22,0.12,0.13,0.11,NA,NA,2506,2009-08-19,2009-08-11,2009-08-17,FALSE,"Forsa"
"2009-aug","Allensbach",0.365,0.23,0.13,0.145,0.09,NA,NA,NA,2009-08-18,2009-08-01,2009-08-12,FALSE,"Allensbach"
"2009-aug","Infratestdimap",0.37,0.22,0.12,0.15,0.09,NA,NA,1000,2009-08-13,2009-08-11,2009-08-12,FALSE,"Infratestdimap"
"2009-aug","Kantar(Emnid)",0.35,0.24,0.12,0.14,0.11,NA,NA,3727,2009-08-12,2009-08-03,2009-08-10,FALSE,"Kantar(Emnid)"
"2009-aug","Forsa",0.38,0.21,0.12,0.13,0.11,NA,NA,2501,2009-08-12,2009-08-03,2009-08-07,FALSE,"Forsa"
"2009-aug","Forsch’gr.Wahlen",0.36,0.23,0.12,0.14,0.09,NA,NA,1194,2009-08-07,2009-08-04,2009-08-06,FALSE,"Forsch’gr.Wahlen"
"2009-aug","Infratestdimap",0.35,0.23,0.13,0.16,0.1,NA,NA,1541,2009-08-06,2009-08-03,2009-08-05,FALSE,"Infratestdimap"
"2009-aug","Kantar(Emnid)",0.35,0.23,0.12,0.15,0.11,NA,NA,2340,2009-08-05,2009-07-28,2009-08-03,FALSE,"Kantar(Emnid)"
"2009-aug","Forsa",0.37,0.2,0.13,0.14,0.11,NA,NA,2502,2009-08-05,2009-07-27,2009-07-31,FALSE,"Forsa"
"2009-jul","Infratestdimap",0.36,0.24,0.13,0.14,0.1,NA,NA,1000,2009-07-30,2009-07-28,2009-07-29,FALSE,"Infratestdimap"
"2009-jul","Kantar(Emnid)",0.35,0.24,0.11,0.15,0.11,NA,NA,2798,2009-07-29,2009-07-21,2009-07-27,FALSE,"Kantar(Emnid)"
"2009-jul","Forsa",0.38,0.23,0.12,0.13,0.09,NA,NA,2502,2009-07-29,2009-07-20,2009-07-24,FALSE,"Forsa"
"2009-jul","Forsch’gr.Wahlen",0.36,0.24,0.11,0.14,0.09,NA,NA,1224,2009-07-24,2009-07-21,2009-07-23,FALSE,"Forsch’gr.Wahlen"
"2009-jul","Kantar(Emnid)",0.36,0.23,0.11,0.14,0.12,NA,NA,3245,2009-07-22,2009-07-14,2009-07-20,FALSE,"Kantar(Emnid)"
"2009-jul","Forsa",0.36,0.23,0.12,0.14,0.1,NA,NA,2507,2009-07-22,2009-07-13,2009-07-17,FALSE,"Forsa"
"2009-jul","Allensbach",0.365,0.24,0.12,0.135,0.1,NA,NA,1800,2009-07-21,2009-07-06,2009-07-17,FALSE,"Allensbach"
"2009-jul","GMS",0.36,0.24,0.13,0.14,0.09,NA,NA,1001,2009-07-17,2009-07-13,2009-07-16,FALSE,"GMS"
"2009-jul","Infratestdimap",0.36,0.23,0.13,0.14,0.1,NA,NA,1000,2009-07-17,2009-07-14,2009-07-15,FALSE,"Infratestdimap"
"2009-jul","Kantar(Emnid)",0.36,0.23,0.12,0.13,0.11,NA,NA,4189,2009-07-15,2009-07-06,2009-07-13,FALSE,"Kantar(Emnid)"
"2009-jul","Forsa",0.36,0.23,0.12,0.14,0.1,NA,NA,2501,2009-07-15,2009-07-06,2009-07-10,FALSE,"Forsa"
"2009-jul","Kantar(Emnid)",0.36,0.24,0.11,0.14,0.11,NA,NA,3235,2009-07-09,2009-06-29,2009-07-06,FALSE,"Kantar(Emnid)"
"2009-jul","Forsa",0.37,0.21,0.13,0.15,0.09,NA,NA,2504,2009-07-08,2009-06-29,2009-07-03,FALSE,"Forsa"
"2009-jul","Forsch’gr.Wahlen",0.36,0.25,0.11,0.13,0.09,NA,NA,1206,2009-07-03,2009-06-30,2009-07-02,FALSE,"Forsch’gr.Wahlen"
"2009-jul","Infratestdimap",0.35,0.23,0.13,0.15,0.1,NA,NA,1500,2009-07-02,2009-06-29,2009-07-01,FALSE,"Infratestdimap"
"2009-jul","Forsa",0.36,0.21,0.12,0.15,0.11,NA,NA,2500,2009-07-01,2009-06-22,2009-06-26,FALSE,"Forsa"
"2009-jun","Kantar(Emnid)",0.35,0.24,0.12,0.14,0.11,NA,NA,3205,2009-06-30,2009-06-22,2009-06-29,FALSE,"Kantar(Emnid)"
"2009-jun","Infratestdimap",0.35,0.24,0.13,0.15,0.09,NA,NA,1000,2009-06-26,2009-06-23,2009-06-24,FALSE,"Infratestdimap"
"2009-jun","Forsa",0.36,0.22,0.12,0.15,0.1,NA,NA,2503,2009-06-24,2009-06-15,2009-06-19,FALSE,"Forsa"
"2009-jun","Kantar(Emnid)",0.36,0.24,0.11,0.14,0.11,NA,NA,4142,2009-06-23,2009-06-15,2009-06-22,FALSE,"Kantar(Emnid)"
"2009-jun","GMS",0.36,0.25,0.11,0.14,0.1,NA,NA,1006,2009-06-18,2009-06-12,2009-06-17,FALSE,"GMS"
"2009-jun","Kantar(Emnid)",0.35,0.26,0.12,0.14,0.1,NA,NA,3674,2009-06-17,2009-06-08,2009-06-15,FALSE,"Kantar(Emnid)"
"2009-jun","Forsa",0.35,0.21,0.13,0.15,0.11,NA,NA,2501,2009-06-17,2009-06-08,2009-06-12,FALSE,"Forsa"
"2009-jun","Allensbach",0.36,0.245,0.115,0.145,0.095,NA,NA,2000,2009-06-16,2009-05-29,2009-06-11,FALSE,"Allensbach"
"2009-jun","Forsch’gr.Wahlen",0.37,0.25,0.11,0.13,0.08,NA,NA,1343,2009-06-12,2009-06-08,2009-06-10,FALSE,"Forsch’gr.Wahlen"
"2009-jun","Infratestdimap",0.36,0.25,0.13,0.14,0.09,NA,NA,1500,2009-06-11,2009-06-08,2009-06-10,FALSE,"Infratestdimap"
"2009-jun","Kantar(Emnid)",0.35,0.25,0.12,0.14,0.1,NA,NA,4133,2009-06-10,2009-06-02,2009-06-09,FALSE,"Kantar(Emnid)"
"2009-jun","Forsa",0.36,0.24,0.11,0.14,0.1,NA,NA,2008,2009-06-09,2009-06-02,2009-06-05,FALSE,"Forsa"
"2009-jun","Kantar(Emnid)",0.34,0.26,0.11,0.14,0.11,NA,NA,3206,2009-06-03,2009-05-25,2009-06-02,FALSE,"Kantar(Emnid)"
"2009-jun","Forsa",0.35,0.24,0.11,0.15,0.1,NA,NA,2502,2009-06-03,2009-05-25,2009-05-29,FALSE,"Forsa"
"2009-may","Forsch’gr.Wahlen",0.36,0.28,0.1,0.12,0.09,NA,NA,1348,2009-05-29,2009-05-26,2009-05-28,FALSE,"Forsch’gr.Wahlen"
"2009-may","Kantar(Emnid)",0.34,0.27,0.1,0.14,0.11,NA,NA,4113,2009-05-27,2009-05-19,2009-05-25,FALSE,"Kantar(Emnid)"
"2009-may","Forsa",0.35,0.24,0.11,0.15,0.1,NA,NA,2001,2009-05-27,2009-05-18,2009-05-22,FALSE,"Forsa"
"2009-may","Kantar(Emnid)",0.35,0.27,0.11,0.13,0.1,NA,NA,4572,2009-05-20,2009-05-11,2009-05-18,FALSE,"Kantar(Emnid)"
"2009-may","Allensbach",0.365,0.26,0.105,0.135,0.095,NA,NA,NA,2009-05-19,2009-05-02,2009-05-14,FALSE,"Allensbach"
"2009-may","Forsa",0.36,0.24,0.11,0.14,0.1,NA,NA,2502,2009-05-19,2009-05-11,2009-05-15,FALSE,"Forsa"
"2009-may","Infratestdimap",0.35,0.28,0.12,0.13,0.09,NA,NA,1000,2009-05-15,2009-05-12,2009-05-13,FALSE,"Infratestdimap"
"2009-may","GMS",0.35,0.28,0.11,0.14,0.09,NA,NA,1002,2009-05-14,2009-05-08,2009-05-13,FALSE,"GMS"
"2009-may","Forsa",0.36,0.26,0.09,0.14,0.1,NA,NA,2501,2009-05-13,2009-05-04,2009-05-08,FALSE,"Forsa"
"2009-may","Kantar(Emnid)",0.34,0.28,0.1,0.13,0.11,NA,NA,3207,2009-05-12,2009-05-04,2009-05-11,FALSE,"Kantar(Emnid)"
"2009-may","Forsch’gr.Wahlen",0.37,0.27,0.09,0.13,0.1,NA,NA,1343,2009-05-08,2009-05-05,2009-05-07,FALSE,"Forsch’gr.Wahlen"
"2009-may","Infratestdimap",0.34,0.27,0.11,0.14,0.1,NA,NA,1500,2009-05-07,2009-05-04,2009-05-06,FALSE,"Infratestdimap"
"2009-may","Forsa",0.35,0.25,0.09,0.16,0.1,NA,NA,2001,2009-05-06,2009-04-27,2009-04-30,FALSE,"Forsa"
"2009-may","Kantar(Emnid)",0.36,0.26,0.09,0.14,0.11,NA,NA,3169,2009-05-05,2009-04-27,2009-05-04,FALSE,"Kantar(Emnid)"
"2009-apr","Kantar(Emnid)",0.35,0.27,0.1,0.14,0.1,NA,NA,3179,2009-04-29,2009-04-20,2009-04-27,FALSE,"Kantar(Emnid)"
"2009-apr","Forsa",0.36,0.25,0.09,0.15,0.09,NA,NA,2501,2009-04-29,2009-04-20,2009-04-24,FALSE,"Forsa"
"2009-apr","Forsch’gr.Wahlen",0.37,0.26,0.09,0.14,0.1,NA,NA,1445,2009-04-24,2009-04-21,2009-04-23,FALSE,"Forsch’gr.Wahlen"
"2009-apr","Forsa",0.35,0.23,0.1,0.16,0.11,NA,NA,2001,2009-04-22,2009-04-14,2009-04-17,FALSE,"Forsa"
"2009-apr","Allensbach",0.375,0.245,0.105,0.135,0.1,NA,NA,NA,2009-04-21,2009-04-03,2009-04-17,FALSE,"Allensbach"
"2009-apr","Kantar(Emnid)",0.34,0.28,0.1,0.13,0.11,NA,NA,3671,2009-04-21,2009-04-14,2009-04-20,FALSE,"Kantar(Emnid)"
"2009-apr","Infratestdimap",0.35,0.26,0.11,0.14,0.1,NA,NA,1000,2009-04-17,2009-04-14,2009-04-15,FALSE,"Infratestdimap"
"2009-apr","Kantar(Emnid)",0.34,0.27,0.1,0.14,0.11,NA,NA,2749,2009-04-15,2009-04-06,2009-04-11,FALSE,"Kantar(Emnid)"
"2009-apr","Forsa",0.35,0.24,0.1,0.16,0.11,NA,NA,2000,2009-04-15,2009-04-06,2009-04-09,FALSE,"Forsa"
"2009-apr","GMS",0.36,0.26,0.1,0.16,0.08,NA,NA,1004,2009-04-09,2009-04-04,2009-04-08,FALSE,"GMS"
"2009-apr","Infratestdimap",0.34,0.27,0.11,0.14,0.1,NA,NA,1000,2009-04-09,2009-04-06,2009-04-07,FALSE,"Infratestdimap"
"2009-apr","Kantar(Emnid)",0.34,0.26,0.1,0.15,0.11,NA,NA,3201,2009-04-08,2009-03-30,2009-04-06,FALSE,"Kantar(Emnid)"
"2009-apr","Forsa",0.36,0.24,0.1,0.16,0.1,NA,NA,2501,2009-04-07,2009-03-30,2009-04-03,FALSE,"Forsa"
"2009-apr","Infratestdimap",0.34,0.26,0.11,0.15,0.11,NA,NA,1500,2009-04-02,2009-03-30,2009-04-01,FALSE,"Infratestdimap"
"2009-apr","Forsa",0.34,0.25,0.1,0.17,0.1,NA,NA,2505,2009-04-01,2009-03-23,2009-03-27,FALSE,"Forsa"
"2009-mar","Kantar(Emnid)",0.33,0.27,0.09,0.16,0.12,NA,NA,3199,2009-03-31,2009-03-23,2009-03-30,FALSE,"Kantar(Emnid)"
"2009-mar","Forsch’gr.Wahlen",0.37,0.25,0.09,0.15,0.1,NA,NA,1245,2009-03-27,2009-03-24,2009-03-26,FALSE,"Forsch’gr.Wahlen"
"2009-mar","Forsa",0.34,0.24,0.1,0.16,0.11,NA,NA,2504,2009-03-25,2009-03-16,2009-03-20,FALSE,"Forsa"
"2009-mar","Allensbach",0.348,0.261,0.105,0.145,0.1,NA,NA,2000,2009-03-24,2009-03-01,2009-03-14,FALSE,"Allensbach"
"2009-mar","Kantar(Emnid)",0.33,0.27,0.1,0.15,0.12,NA,NA,2265,2009-03-24,2009-03-17,2009-03-21,FALSE,"Kantar(Emnid)"
"2009-mar","Infratestdimap",0.33,0.27,0.1,0.16,0.1,NA,NA,1000,2009-03-20,2009-03-17,2009-03-18,FALSE,"Infratestdimap"
"2009-mar","Forsa",0.33,0.24,0.1,0.17,0.11,NA,NA,2501,2009-03-18,2009-03-09,2009-03-13,FALSE,"Forsa"
"2009-mar","Kantar(Emnid)",0.33,0.25,0.11,0.16,0.11,NA,NA,3679,2009-03-17,2009-03-09,2009-03-16,FALSE,"Kantar(Emnid)"
"2009-mar","GMS",0.35,0.26,0.11,0.16,0.09,NA,NA,1012,2009-03-17,2009-03-12,2009-03-16,FALSE,"GMS"
"2009-mar","Forsa",0.34,0.25,0.09,0.17,0.11,NA,NA,2500,2009-03-11,2009-03-02,2009-03-06,FALSE,"Forsa"
"2009-mar","Kantar(Emnid)",0.33,0.26,0.1,0.16,0.11,NA,NA,4154,2009-03-10,2009-03-02,2009-03-07,FALSE,"Kantar(Emnid)"
"2009-mar","Forsch’gr.Wahlen",0.37,0.24,0.1,0.15,0.1,NA,NA,1319,2009-03-06,2009-03-03,2009-03-05,FALSE,"Forsch’gr.Wahlen"
"2009-mar","Infratestdimap",0.32,0.27,0.11,0.17,0.1,NA,NA,1500,2009-03-05,2009-03-02,2009-03-04,FALSE,"Infratestdimap"
"2009-mar","Forsa",0.33,0.24,0.11,0.17,0.11,NA,NA,2503,2009-03-04,2009-02-23,2009-02-27,FALSE,"Forsa"
"2009-mar","Kantar(Emnid)",0.32,0.26,0.11,0.15,0.12,NA,NA,3675,2009-03-03,2009-02-23,2009-03-02,FALSE,"Kantar(Emnid)"
"2009-feb","Kantar(Emnid)",0.33,0.24,0.11,0.17,0.12,NA,NA,4595,2009-02-25,2009-02-16,2009-02-23,FALSE,"Kantar(Emnid)"
"2009-feb","Forsa",0.34,0.23,0.1,0.18,0.11,NA,NA,2506,2009-02-25,2009-02-16,2009-02-20,FALSE,"Forsa"
"2009-feb","Allensbach",0.356,0.247,0.11,0.148,0.108,NA,NA,2000,2009-02-24,2009-02-09,2009-02-18,FALSE,"Allensbach"
"2009-feb","Infratestdimap",0.33,0.26,0.11,0.16,0.11,NA,NA,1000,2009-02-19,2009-02-17,2009-02-18,FALSE,"Infratestdimap"
"2009-feb","Forsa",0.34,0.22,0.1,0.18,0.12,NA,NA,2502,2009-02-18,2009-02-09,2009-02-13,FALSE,"Forsa"
"2009-feb","Kantar(Emnid)",0.34,0.24,0.12,0.16,0.11,NA,NA,4666,2009-02-17,2009-02-09,2009-02-16,FALSE,"Kantar(Emnid)"
"2009-feb","GMS",0.37,0.27,0.1,0.14,0.09,NA,NA,1003,2009-02-17,2009-02-11,2009-02-16,FALSE,"GMS"
"2009-feb","Forsch’gr.Wahlen",0.38,0.25,0.1,0.13,0.1,NA,NA,1202,2009-02-13,2009-02-10,2009-02-12,FALSE,"Forsch’gr.Wahlen"
"2009-feb","Forsa",0.34,0.23,0.1,0.18,0.11,NA,NA,2500,2009-02-11,2009-02-02,2009-02-06,FALSE,"Forsa"
"2009-feb","Kantar(Emnid)",0.33,0.24,0.11,0.16,0.12,NA,NA,5115,2009-02-10,2009-02-02,2009-02-09,FALSE,"Kantar(Emnid)"
"2009-feb","Infratestdimap",0.34,0.25,0.11,0.16,0.11,NA,NA,1750,2009-02-05,2009-02-02,2009-02-04,FALSE,"Infratestdimap"
"2009-feb","Kantar(Emnid)",0.34,0.24,0.11,0.16,0.12,NA,NA,5120,2009-02-04,2009-01-26,2009-02-02,FALSE,"Kantar(Emnid)"
"2009-feb","Forsa",0.34,0.23,0.11,0.16,0.11,NA,NA,2501,2009-02-04,2009-01-26,2009-01-30,FALSE,"Forsa"
"2009-jan","Forsch’gr.Wahlen",0.37,0.26,0.09,0.14,0.09,NA,NA,1296,2009-01-30,2009-01-27,2009-01-29,FALSE,"Forsch’gr.Wahlen"
"2009-jan","Forsa",0.35,0.22,0.1,0.16,0.12,NA,NA,2503,2009-01-28,2009-01-19,2009-01-23,FALSE,"Forsa"
"2009-jan","Allensbach",0.361,0.269,0.096,0.121,0.115,NA,NA,2000,2009-01-27,2009-01-10,2009-01-22,FALSE,"Allensbach"
"2009-jan","Kantar(Emnid)",0.34,0.23,0.12,0.15,0.12,NA,NA,5570,2009-01-27,2009-01-19,2009-01-26,FALSE,"Kantar(Emnid)"
"2009-jan","GMS",0.37,0.26,0.11,0.12,0.1,NA,NA,1004,2009-01-23,2009-01-19,2009-01-22,FALSE,"GMS"
"2009-jan","Infratestdimap",0.35,0.25,0.11,0.14,0.11,NA,NA,1000,2009-01-23,2009-01-20,2009-01-21,FALSE,"Infratestdimap"
"2009-jan","Kantar(Emnid)",0.35,0.25,0.11,0.13,0.12,NA,NA,4193,2009-01-21,2009-01-12,2009-01-19,FALSE,"Kantar(Emnid)"
"2009-jan","Forsa",0.36,0.24,0.09,0.14,0.11,NA,NA,2500,2009-01-21,2009-01-12,2009-01-16,FALSE,"Forsa"
"2009-jan","Kantar(Emnid)",0.36,0.26,0.1,0.12,0.12,NA,NA,4653,2009-01-14,2009-01-05,2009-01-12,FALSE,"Kantar(Emnid)"
"2009-jan","Forsa",0.36,0.25,0.09,0.13,0.11,NA,NA,2502,2009-01-14,2009-01-05,2009-01-09,FALSE,"Forsa"
"2009-jan","Forsch’gr.Wahlen",0.4,0.26,0.08,0.11,0.1,NA,NA,1369,2009-01-09,2009-01-05,2009-01-08,FALSE,"Forsch’gr.Wahlen"
"2009-jan","Infratestdimap",0.37,0.26,0.1,0.13,0.1,NA,NA,1500,2009-01-08,2009-01-05,2009-01-07,FALSE,"Infratestdimap"
"2009-jan","Kantar(Emnid)",0.36,0.25,0.11,0.12,0.11,NA,NA,2324,2009-01-07,2008-12-23,2009-01-06,FALSE,"Kantar(Emnid)"
"2009-jan","Forsa",0.37,0.23,0.1,0.13,0.11,NA,NA,1003,2009-01-07,2009-01-05,NA,FALSE,"Forsa"
"2008-dec","Kantar(Emnid)",0.35,0.26,0.11,0.12,0.12,NA,NA,3692,2008-12-23,2008-12-15,2008-12-22,FALSE,"Kantar(Emnid)"
"2008-dec","Forsa",0.37,0.24,0.1,0.12,0.12,NA,NA,2503,2008-12-22,2008-12-15,2008-12-19,FALSE,"Forsa"
"2008-dec","Infratestdimap",0.37,0.24,0.11,0.12,0.11,NA,NA,1000,2008-12-19,2008-12-15,2008-12-16,FALSE,"Infratestdimap"
"2008-dec","Allensbach",0.369,0.259,0.097,0.113,0.125,NA,NA,NA,2008-12-17,2008-12-01,2008-12-11,FALSE,"Allensbach"
"2008-dec","Kantar(Emnid)",0.36,0.24,0.11,0.12,0.13,NA,NA,4148,2008-12-17,2008-12-08,2008-12-15,FALSE,"Kantar(Emnid)"
"2008-dec","GMS",0.38,0.24,0.11,0.13,0.11,NA,NA,1006,2008-12-17,2008-12-11,2008-12-16,FALSE,"GMS"
"2008-dec","Forsa",0.37,0.24,0.1,0.13,0.11,NA,NA,2502,2008-12-16,2008-12-08,2008-12-12,FALSE,"Forsa"
"2008-dec","Forsch’gr.Wahlen",0.39,0.26,0.09,0.11,0.1,NA,NA,1268,2008-12-12,2008-12-09,2008-12-11,FALSE,"Forsch’gr.Wahlen"
"2008-dec","Infratestdimap",0.36,0.23,0.12,0.13,0.12,NA,NA,1000,2008-12-12,2008-12-09,2008-12-10,FALSE,"Infratestdimap"
"2008-dec","Forsa",0.38,0.23,0.11,0.12,0.11,NA,NA,2501,2008-12-10,2008-12-01,2008-12-05,FALSE,"Forsa"
"2008-dec","Kantar(Emnid)",0.35,0.25,0.11,0.12,0.13,NA,NA,4151,2008-12-09,2008-12-01,2008-12-08,FALSE,"Kantar(Emnid)"
"2008-dec","Infratestdimap",0.37,0.23,0.12,0.12,0.12,NA,NA,1500,2008-12-04,2008-12-01,2008-12-03,FALSE,"Infratestdimap"
"2008-dec","Kantar(Emnid)",0.34,0.25,0.11,0.13,0.13,NA,NA,4128,2008-12-03,2008-11-25,2008-12-01,FALSE,"Kantar(Emnid)"
"2008-dec","Forsa",0.38,0.23,0.1,0.12,0.12,NA,NA,2505,2008-12-03,2008-11-24,2008-11-28,FALSE,"Forsa"
"2008-nov","Kantar(Emnid)",0.34,0.24,0.11,0.13,0.14,NA,NA,4606,2008-11-26,2008-11-17,2008-11-24,FALSE,"Kantar(Emnid)"
"2008-nov","Forsa",0.38,0.23,0.11,0.11,0.12,NA,NA,2500,2008-11-26,2008-11-17,2008-11-21,FALSE,"Forsa"
"2008-nov","Forsch’gr.Wahlen",0.39,0.25,0.1,0.11,0.1,NA,NA,1301,2008-11-21,2008-11-18,2008-11-20,FALSE,"Forsch’gr.Wahlen"
"2008-nov","GMS",0.34,0.25,0.1,0.13,0.13,NA,NA,1002,2008-11-20,2008-11-14,2008-11-19,FALSE,"GMS"
"2008-nov","Allensbach",0.361,0.266,0.108,0.112,0.113,NA,NA,NA,2008-11-19,2008-11-01,2008-11-12,FALSE,"Allensbach"
"2008-nov","Kantar(Emnid)",0.35,0.25,0.1,0.12,0.14,NA,NA,4615,2008-11-19,2008-11-10,2008-11-17,FALSE,"Kantar(Emnid)"
"2008-nov","Forsa",0.36,0.23,0.1,0.13,0.12,NA,NA,2500,2008-11-19,2008-11-10,2008-11-14,FALSE,"Forsa"
"2008-nov","Infratestdimap",0.37,0.25,0.11,0.11,0.13,NA,NA,1000,2008-11-14,2008-11-11,2008-11-12,FALSE,"Infratestdimap"
"2008-nov","Kantar(Emnid)",0.35,0.26,0.09,0.13,0.13,NA,NA,4127,2008-11-12,2008-11-03,2008-11-10,FALSE,"Kantar(Emnid)"
"2008-nov","Forsa",0.37,0.23,0.09,0.12,0.13,NA,NA,2501,2008-11-12,2008-11-03,2008-11-07,FALSE,"Forsa"
"2008-nov","Forsch’gr.Wahlen",0.4,0.25,0.09,0.11,0.1,NA,NA,1171,2008-11-07,2008-11-04,2008-11-06,FALSE,"Forsch’gr.Wahlen"
"2008-nov","Kantar(Emnid)",0.34,0.25,0.1,0.12,0.14,NA,NA,3663,2008-11-06,2008-10-28,2008-11-04,FALSE,"Kantar(Emnid)"
"2008-nov","Infratestdimap",0.37,0.25,0.11,0.11,0.12,NA,NA,1500,2008-11-06,2008-11-03,2008-11-05,FALSE,"Infratestdimap"
"2008-nov","Forsa",0.36,0.26,0.07,0.12,0.13,NA,NA,2501,2008-11-05,2008-10-27,2008-10-31,FALSE,"Forsa"
"2008-oct","Forsa",0.36,0.24,0.08,0.13,0.13,NA,NA,2503,2008-10-29,2008-10-20,2008-10-24,FALSE,"Forsa"
"2008-oct","Kantar(Emnid)",0.33,0.26,0.11,0.12,0.13,NA,NA,4103,2008-10-28,2008-10-21,2008-10-27,FALSE,"Kantar(Emnid)"
"2008-oct","Forsch’gr.Wahlen",0.38,0.25,0.09,0.11,0.11,NA,NA,1327,2008-10-24,2008-10-21,2008-10-23,FALSE,"Forsch’gr.Wahlen"
"2008-oct","Kantar(Emnid)",0.33,0.26,0.1,0.13,0.14,NA,NA,4133,2008-10-22,2008-10-13,2008-10-20,FALSE,"Kantar(Emnid)"
"2008-oct","Forsa",0.37,0.24,0.09,0.12,0.13,NA,NA,2501,2008-10-22,2008-10-13,2008-10-17,FALSE,"Forsa"
"2008-oct","GMS",0.37,0.25,0.1,0.12,0.12,NA,NA,1001,2008-10-22,2008-10-16,2008-10-21,FALSE,"GMS"
"2008-oct","Allensbach",0.355,0.258,0.103,0.122,0.126,NA,NA,NA,2008-10-21,2008-10-04,2008-10-16,FALSE,"Allensbach"
