"PublYearMonth","Company","PSOE","PP","VOX","UP","Cs","ERC","CC","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2011-jun","Metroscopia",0.304,0.447,NA,0.064,NA,NA,NA,NA,1001,2011-07-01,2011-06-29,2011-06-30,FALSE,"Metroscopia"
"2011-jun","NC Report",0.31,0.471,NA,0.07,NA,0.008,0.005,NA,1000,2011-07-01,2011-06-26,2011-06-30,FALSE,"NC Report"
"2011-jun","Celeste-Tel",0.328,0.455,NA,0.065,NA,0.006,0.009,NA,1100,2011-06-08,2011-06-01,2011-06-07,FALSE,"Celeste-Tel"
"2011-jun","Simple Lógica",0.294,0.463,NA,0.064,NA,NA,NA,NA,1000,2011-06-07,2011-06-01,2011-06-06,FALSE,"Simple Lógica"
"2011-jun","Sigma Dos",0.321,0.459,NA,0.058,NA,0.011,NA,NA,1000,2011-06-03,2011-06-01,2011-06-02,FALSE,"Sigma Dos"
"2011-jun","Metroscopia",0.31,0.448,NA,0.062,NA,NA,NA,NA,1001,2011-06-03,2011-06-01,2011-06-02,FALSE,"Metroscopia"
"2011-jun","NC Report",0.315,0.472,NA,0.064,NA,0.007,0.007,NA,1000,2011-06-03,2011-05-29,2011-06-02,FALSE,"NC Report"
"2011-jun","GESOP",0.353,0.44,NA,0.058,NA,0.007,NA,NA,1000,2011-06-02,2011-05-30,2011-06-01,FALSE,"GESOP"
"2011-may","Simple Lógica",0.306,0.47,NA,0.064,NA,NA,NA,NA,1016,2011-05-14,2011-05-03,2011-05-13,FALSE,"Simple Lógica"
"2011-may","Celeste-Tel",0.32,0.462,NA,0.068,NA,0.006,0.008,NA,1100,2011-05-07,2011-05-02,2011-05-06,FALSE,"Celeste-Tel"
"2011-apr","Metroscopia",0.317,0.443,NA,NA,NA,NA,NA,NA,1200,2011-04-29,2011-04-27,2011-04-28,FALSE,"Metroscopia"
"2011-apr","NC Report",0.318,0.464,NA,0.066,NA,0.006,0.006,NA,1000,2011-04-21,2011-04-18,2011-04-20,FALSE,"NC Report"
"2011-apr","Obradoiro de Socioloxía",0.378,0.401,NA,0.072,NA,0.006,NA,NA,2005,2011-04-20,2011-04-11,2011-04-19,FALSE,"Obradoiro de Socioloxía"
"2011-apr","TNS Demoscopia",0.305,0.455,NA,NA,NA,NA,NA,NA,3000,2011-04-13,2011-04-07,2011-04-12,FALSE,"TNS Demoscopia"
"2011-apr","Invymark",0.327,0.463,NA,NA,NA,NA,NA,NA,NA,2011-04-09,2011-04-04,2011-04-08,FALSE,"Invymark"
"2011-apr","CIS",0.334,0.438,NA,0.052,NA,0.013,0.005,NA,2463,2011-04-09,2011-04-01,2011-04-08,FALSE,"CIS"
"2011-apr","Sigma Dos",0.377,0.452,NA,0.041,NA,0.009,NA,NA,1000,2011-04-08,2011-04-05,2011-04-07,FALSE,"Sigma Dos"
"2011-apr","Celeste-Tel",0.323,0.461,NA,0.066,NA,0.006,0.008,NA,1100,2011-04-08,2011-04-01,2011-04-07,FALSE,"Celeste-Tel"
"2011-apr","NC Report",0.316,0.468,NA,0.066,NA,0.006,0.006,NA,1000,2011-04-03,2011-04-02,2011-04-02,FALSE,"NC Report"
"2011-mar","Metroscopia",0.283,0.441,NA,NA,NA,NA,NA,NA,1004,2011-04-01,2011-03-30,2011-03-31,FALSE,"Metroscopia"
"2011-mar","Invymark",0.325,0.464,NA,NA,NA,NA,NA,NA,NA,2011-03-26,2011-03-21,2011-03-25,FALSE,"Invymark"
"2011-mar","Obradoiro de Socioloxía",0.302,0.435,NA,0.081,NA,0.006,NA,NA,1201,2011-03-25,2011-03-21,2011-03-24,FALSE,"Obradoiro de Socioloxía"
"2011-mar","TNS Demoscopia",0.296,0.46,NA,NA,NA,NA,NA,NA,1000,2011-03-23,2011-03-21,2011-03-22,FALSE,"TNS Demoscopia"
"2011-mar","Sigma Dos",0.314,0.479,NA,0.062,NA,0.01,NA,NA,1000,2011-03-10,2011-03-07,2011-03-09,FALSE,"Sigma Dos"
"2011-mar","Celeste-Tel",0.329,0.459,NA,0.065,NA,0.007,0.007,NA,1100,2011-03-08,2011-03-01,2011-03-07,FALSE,"Celeste-Tel"
"2011-mar","Metroscopia",0.281,0.44,NA,NA,NA,NA,NA,NA,1004,2011-03-04,2011-03-02,2011-03-03,FALSE,"Metroscopia"
"2011-feb","JM&A",0.289,0.475,NA,0.063,NA,0.01,0.003,NA,NA,2011-02-26,2011-02-25,2011-02-25,FALSE,"JM&A"
"2011-feb","Obradoiro de Socioloxía",0.307,0.444,NA,0.071,NA,0.009,NA,NA,1982,2011-02-26,2011-02-21,2011-02-25,FALSE,"Obradoiro de Socioloxía"
"2011-feb","NC Report",0.329,0.46,NA,0.063,NA,0.006,0.006,NA,1000,2011-02-24,2011-02-17,2011-02-23,FALSE,"NC Report"
"2011-feb","TNS Demoscopia",0.311,0.458,NA,0.071,NA,0.009,NA,NA,NA,2011-02-23,2011-02-21,2011-02-22,FALSE,"TNS Demoscopia"
"2011-feb","Invymark",0.323,0.461,NA,NA,NA,NA,NA,NA,NA,2011-02-12,2011-02-07,2011-02-11,FALSE,"Invymark"
"2011-feb","Celeste-Tel",0.347,0.45,NA,0.064,NA,0.005,0.007,NA,1100,2011-02-08,2011-02-01,2011-02-07,FALSE,"Celeste-Tel"
"2011-feb","Sigma Dos",0.313,0.474,NA,0.081,NA,0.009,NA,NA,1000,2011-02-04,2011-02-02,2011-02-03,FALSE,"Sigma Dos"
"2011-feb","Metroscopia",0.284,0.433,NA,NA,NA,NA,NA,NA,1005,2011-02-04,2011-02-02,2011-02-03,FALSE,"Metroscopia"
"2011-feb","Opina",0.34,0.44,NA,0.055,NA,0.011,NA,NA,1000,2011-02-03,2011-02-01,2011-02-02,FALSE,"Opina"
"2011-jan","Invymark",0.324,0.463,NA,NA,NA,NA,NA,NA,NA,2011-01-29,2011-01-24,2011-01-28,FALSE,"Invymark"
"2011-jan","Obradoiro de Socioloxía",0.309,0.44,NA,0.075,NA,0.005,NA,NA,2082,2011-01-22,2011-01-17,2011-01-21,FALSE,"Obradoiro de Socioloxía"
"2011-jan","TNS Demoscopia",0.302,0.47,NA,0.076,NA,0.01,NA,NA,NA,2011-01-19,2011-01-17,2011-01-18,FALSE,"TNS Demoscopia"
"2011-jan","CIS",0.34,0.441,NA,0.057,NA,0.008,0.005,NA,2478,2011-01-17,2011-01-07,2011-01-16,FALSE,"CIS"
"2011-jan","Opina",0.34,0.45,NA,0.06,NA,0.01,NA,NA,1000,2011-01-14,2011-01-12,2011-01-13,FALSE,"Opina"
"2011-jan","Celeste-Tel",0.344,0.452,NA,0.066,NA,0.006,0.007,NA,1100,2011-01-11,2011-01-03,2011-01-10,FALSE,"Celeste-Tel"
"2011-jan","Metroscopia",0.286,0.431,NA,NA,NA,NA,NA,NA,1023,2011-01-05,2011-01-03,2011-01-04,FALSE,"Metroscopia"
"2010-dec","NC Report",0.304,0.48,NA,0.074,NA,0.006,0.004,NA,1000,2010-12-31,2010-12-28,2010-12-30,FALSE,"NC Report"
"2010-dec","Sigma Dos",0.303,0.487,NA,0.064,NA,0.009,NA,NA,1000,2010-12-29,2010-12-23,2010-12-28,FALSE,"Sigma Dos"
"2010-dec","GESOP",0.31,0.445,NA,0.074,NA,0.01,NA,NA,1000,2010-12-18,2010-12-15,2010-12-17,FALSE,"GESOP"
"2010-dec","Invymark",0.334,0.455,NA,NA,NA,NA,NA,NA,NA,2010-12-18,2010-12-13,2010-12-17,FALSE,"Invymark"
"2010-dec","JM&A",0.243,0.47,NA,0.08,NA,NA,NA,NA,NA,2010-12-17,2010-12-16,2010-12-16,FALSE,"JM&A"
"2010-dec","Obradoiro de Socioloxía",0.3,0.432,NA,0.075,NA,0.009,NA,NA,1600,2010-12-17,2010-12-13,2010-12-16,FALSE,"Obradoiro de Socioloxía"
"2010-dec","TNS Demoscopia",0.305,0.461,NA,0.074,NA,0.009,NA,NA,NA,2010-12-15,2010-12-13,2010-12-14,FALSE,"TNS Demoscopia"
"2010-dec","Celeste-Tel",0.347,0.448,NA,0.067,NA,0.006,0.007,NA,1100,2010-12-10,2010-12-01,2010-12-09,FALSE,"Celeste-Tel"
"2010-dec","NC Report",0.306,0.476,NA,0.076,NA,0.009,0.004,NA,1000,2010-12-08,2010-12-06,2010-12-07,FALSE,"NC Report"
"2010-dec","Invymark",0.333,0.456,NA,NA,NA,NA,NA,NA,NA,2010-12-04,2010-11-29,2010-12-03,FALSE,"Invymark"
"2010-dec","Metroscopia",0.243,0.431,NA,0.076,NA,NA,NA,NA,1000,2010-12-03,2010-12-01,2010-12-02,FALSE,"Metroscopia"
"2010-nov","NC Report",0.328,0.463,NA,0.072,NA,0.009,0.004,NA,1000,2010-11-18,2010-11-15,2010-11-17,FALSE,"NC Report"
"2010-nov","JM&A",0.326,0.413,NA,0.066,NA,NA,NA,NA,NA,2010-11-17,2010-11-16,2010-11-16,FALSE,"JM&A"
"2010-nov","TNS Demoscopia",0.321,0.451,NA,0.071,NA,0.01,NA,NA,NA,2010-11-17,2010-11-15,2010-11-16,FALSE,"TNS Demoscopia"
"2010-nov","Obradoiro de Socioloxía",0.332,0.412,NA,0.065,NA,0.008,NA,NA,2402,2010-11-12,2010-11-02,2010-11-11,FALSE,"Obradoiro de Socioloxía"
"2010-nov","Celeste-Tel",0.348,0.444,NA,0.069,NA,0.006,0.006,NA,1100,2010-11-09,2010-11-02,2010-11-08,FALSE,"Celeste-Tel"
"2010-nov","Metroscopia",0.338,0.429,NA,NA,NA,NA,NA,NA,1000,2010-11-05,2010-11-02,2010-11-04,FALSE,"Metroscopia"
"2010-oct","Opina",0.375,0.45,NA,0.055,NA,0.01,NA,NA,1000,2010-10-30,2010-10-28,2010-10-29,FALSE,"Opina"
"2010-oct","TNS Demoscopia",0.342,0.443,NA,NA,NA,NA,NA,NA,NA,2010-10-22,2010-10-21,2010-10-21,FALSE,"TNS Demoscopia"
"2010-oct","Sigma Dos",0.338,0.464,NA,0.061,NA,0.01,NA,NA,1000,2010-10-22,2010-10-20,2010-10-21,FALSE,"Sigma Dos"
"2010-oct","CIS",0.343,0.422,NA,0.062,NA,0.008,0.007,NA,2475,2010-10-15,2010-10-04,2010-10-14,FALSE,"CIS"
"2010-oct","JM&A",0.292,0.459,NA,0.068,NA,NA,NA,NA,NA,2010-10-14,2010-10-13,2010-10-13,FALSE,"JM&A"
"2010-oct","Opina",0.34,0.465,NA,0.06,NA,0.006,NA,NA,1000,2010-10-09,2010-10-07,2010-10-08,FALSE,"Opina"
"2010-oct","NC Report",0.325,0.463,NA,0.077,NA,0.009,0.004,NA,1000,2010-10-08,2010-10-04,2010-10-07,FALSE,"NC Report"
"2010-oct","Celeste-Tel",0.35,0.44,NA,0.067,NA,0.007,0.007,NA,1100,2010-10-08,2010-10-01,2010-10-07,FALSE,"Celeste-Tel"
"2010-oct","Obradoiro de Socioloxía",0.294,0.428,NA,0.069,NA,0.011,NA,NA,2329,2010-10-08,2010-09-20,2010-10-07,FALSE,"Obradoiro de Socioloxía"
"2010-sep","Metroscopia",0.285,0.43,NA,NA,NA,NA,NA,NA,500,2010-10-01,2010-09-30,2010-09-30,FALSE,"Metroscopia"
"2010-sep","TNS Demoscopia",0.311,0.446,NA,0.078,NA,0.01,NA,NA,NA,2010-09-22,2010-09-20,2010-09-21,FALSE,"TNS Demoscopia"
"2010-sep","NC Report",0.354,0.454,NA,0.062,NA,0.009,0.005,NA,1000,2010-09-11,2010-09-06,2010-09-10,FALSE,"NC Report"
"2010-sep","Celeste-Tel",0.352,0.438,NA,0.064,NA,0.007,0.007,NA,1100,2010-09-08,2010-09-01,2010-09-07,FALSE,"Celeste-Tel"
"2010-sep","Metroscopia",0.329,0.418,NA,NA,NA,NA,NA,NA,500,2010-09-03,2010-09-01,2010-09-02,FALSE,"Metroscopia"
"2010-aug","Opina",0.365,0.445,NA,0.06,NA,0.006,NA,NA,1000,2010-09-01,2010-08-30,2010-08-31,FALSE,"Opina"
"2010-aug","JM&A",0.316,0.429,NA,0.056,NA,NA,NA,NA,NA,2010-08-07,2010-08-06,2010-08-06,FALSE,"JM&A"
"2010-jul","Celeste-Tel",0.358,0.439,NA,0.063,NA,0.007,0.008,NA,1100,2010-07-31,2010-07-26,2010-07-30,FALSE,"Celeste-Tel"
"2010-jul","Metroscopia",0.336,0.413,NA,NA,NA,NA,NA,NA,500,2010-07-30,2010-07-28,2010-07-29,FALSE,"Metroscopia"
"2010-jul","CIS",0.349,0.412,NA,0.054,NA,0.014,0.004,NA,2472,2010-07-23,2010-07-15,2010-07-22,FALSE,"CIS"
"2010-jul","Metroscopia",0.345,0.433,NA,NA,NA,NA,NA,NA,500,2010-07-16,2010-07-15,2010-07-15,FALSE,"Metroscopia"
"2010-jul","TNS Demoscopia",0.324,0.436,NA,0.062,NA,0.012,NA,NA,NA,2010-07-14,2010-07-12,2010-07-13,FALSE,"TNS Demoscopia"
"2010-jul","NC Report",0.358,0.452,NA,0.063,NA,0.009,0.006,NA,1000,2010-07-10,2010-07-05,2010-07-09,FALSE,"NC Report"
"2010-jul","Celeste-Tel",0.361,0.438,NA,0.059,NA,0.007,0.008,NA,1100,2010-07-08,2010-07-01,2010-07-07,FALSE,"Celeste-Tel"
"2010-jul","Invymark",0.374,0.448,NA,NA,NA,NA,NA,NA,NA,2010-07-03,2010-06-28,2010-07-02,FALSE,"Invymark"
"2010-jul","Metroscopia",0.323,0.431,NA,NA,NA,NA,NA,NA,501,2010-07-02,2010-07-01,2010-07-01,FALSE,"Metroscopia"
"2010-jun","Invymark",0.374,0.45,NA,NA,NA,NA,NA,NA,NA,2010-06-19,2010-06-14,2010-06-18,FALSE,"Invymark"
"2010-jun","TNS Demoscopia",0.316,0.445,NA,0.077,NA,NA,NA,NA,NA,2010-06-16,2010-06-14,2010-06-15,FALSE,"TNS Demoscopia"
"2010-jun","Obradoiro de Socioloxía",0.331,0.417,NA,0.075,NA,0.01,NA,NA,NA,2010-06-10,2010-05-17,2010-06-09,FALSE,"Obradoiro de Socioloxía"
"2010-jun","Celeste-Tel",0.368,0.435,NA,0.059,NA,0.007,0.008,NA,1100,2010-06-08,2010-06-01,2010-06-07,FALSE,"Celeste-Tel"
"2010-jun","Invymark",0.372,0.461,NA,NA,NA,NA,NA,NA,NA,2010-06-05,2010-05-31,2010-06-04,FALSE,"Invymark"
"2010-jun","Metroscopia",0.325,0.43,NA,NA,NA,NA,NA,NA,506,2010-06-03,2010-06-02,2010-06-02,FALSE,"Metroscopia"
"2010-may","NC Report",0.36,0.45,NA,0.06,NA,0.01,0.007,NA,1000,2010-05-29,2010-05-25,2010-05-28,FALSE,"NC Report"
"2010-may","Sigma Dos",0.351,0.456,NA,0.051,NA,0.008,NA,NA,800,2010-05-28,2010-05-25,2010-05-27,FALSE,"Sigma Dos"
"2010-may","GESOP",0.34,0.42,NA,0.064,NA,0.01,NA,NA,1500,2010-05-22,2010-05-17,2010-05-21,FALSE,"GESOP"
"2010-may","Invymark",0.397,0.451,NA,NA,NA,NA,NA,NA,NA,2010-05-22,2010-05-17,2010-05-21,FALSE,"Invymark"
"2010-may","Obradoiro de Socioloxía",0.341,0.404,NA,0.065,NA,0.012,NA,NA,4002,2010-05-20,2010-04-20,2010-05-19,FALSE,"Obradoiro de Socioloxía"
"2010-may","Metroscopia",0.337,0.428,NA,NA,NA,NA,NA,NA,510,2010-05-14,2010-05-13,2010-05-13,FALSE,"Metroscopia"
"2010-may","TNS Demoscopia",0.321,0.443,NA,0.07,NA,0.009,NA,NA,1000,2010-05-14,2010-05-13,2010-05-13,FALSE,"TNS Demoscopia"
"2010-may","Simple Lógica",0.344,0.432,NA,0.048,NA,NA,NA,NA,508,2010-05-12,2010-05-05,2010-05-11,FALSE,"Simple Lógica"
"2010-may","Celeste-Tel",0.382,0.429,NA,0.055,NA,0.007,0.009,NA,1100,2010-05-08,2010-05-03,2010-05-07,FALSE,"Celeste-Tel"
"2010-may","Invymark",0.403,0.45,NA,NA,NA,NA,NA,NA,NA,2010-05-08,2010-05-03,2010-05-07,FALSE,"Invymark"
"2010-apr","NC Report",0.374,0.438,NA,0.058,NA,0.01,NA,NA,1000,2010-05-01,2010-04-26,2010-04-30,FALSE,"NC Report"
"2010-apr","Metroscopia",0.375,0.417,NA,NA,NA,NA,NA,NA,512,2010-04-30,2010-04-29,2010-04-29,FALSE,"Metroscopia"
"2010-apr","TNS Demoscopia",0.361,0.415,NA,0.054,NA,0.009,NA,NA,1000,2010-04-28,2010-04-26,2010-04-27,FALSE,"TNS Demoscopia"
"2010-apr","CIS",0.38,0.395,NA,0.058,NA,0.01,0.006,NA,2479,2010-04-15,2010-04-06,2010-04-14,FALSE,"CIS"
"2010-apr","Invymark",0.406,0.447,NA,NA,NA,NA,NA,NA,NA,2010-04-10,2010-04-05,2010-04-09,FALSE,"Invymark"
"2010-apr","Metroscopia",0.378,0.418,NA,NA,NA,NA,NA,NA,515,2010-04-09,2010-04-08,2010-04-08,FALSE,"Metroscopia"
"2010-apr","Celeste-Tel",0.383,0.428,NA,0.055,NA,0.007,0.009,NA,1100,2010-04-09,2010-04-01,2010-04-08,FALSE,"Celeste-Tel"
"2010-mar","NC Report",0.376,0.436,NA,0.057,NA,0.01,NA,NA,1000,2010-04-01,2010-03-31,2010-03-31,FALSE,"NC Report"
"2010-mar","Invymark",0.404,0.448,NA,NA,NA,NA,NA,NA,NA,2010-03-27,2010-03-22,2010-03-26,FALSE,"Invymark"
"2010-mar","Invymark",0.406,0.446,NA,NA,NA,NA,NA,NA,NA,2010-03-13,2010-03-08,2010-03-12,FALSE,"Invymark"
"2010-mar","Celeste-Tel",0.385,0.426,NA,0.054,NA,0.008,0.009,NA,1100,2010-03-06,2010-03-01,2010-03-05,FALSE,"Celeste-Tel"
"2010-mar","Celeste-Tel",0.381,0.43,NA,0.058,NA,0.011,0.008,NA,1357,2010-03-06,2010-03-01,2010-03-05,FALSE,"Celeste-Tel"
"2010-mar","Metroscopia",0.373,0.434,NA,NA,NA,NA,NA,NA,500,2010-03-05,2010-03-03,2010-03-04,FALSE,"Metroscopia"
"2010-feb","NC Report",0.376,0.436,NA,0.056,NA,0.011,0.007,NA,1000,2010-02-27,2010-02-24,2010-02-26,FALSE,"NC Report"
"2010-feb","Invymark",0.405,0.446,NA,NA,NA,NA,NA,NA,NA,2010-02-27,2010-02-22,2010-02-26,FALSE,"Invymark"
"2010-feb","TNS Demoscopia",0.345,0.414,NA,0.06,NA,0.009,NA,NA,1008,2010-02-24,2010-02-22,2010-02-23,FALSE,"TNS Demoscopia"
"2010-feb","Simple Lógica",0.357,0.463,NA,0.053,NA,NA,NA,NA,1007,2010-02-12,2010-02-01,2010-02-11,FALSE,"Simple Lógica"
"2010-feb","NC Report",0.379,0.434,NA,0.054,NA,0.011,NA,NA,1000,2010-02-07,2010-01-25,2010-02-06,FALSE,"NC Report"
"2010-feb","Invymark",0.41,0.445,NA,NA,NA,NA,NA,NA,NA,2010-02-06,2010-02-01,2010-02-05,FALSE,"Invymark"
"2010-feb","Celeste-Tel",0.381,0.427,NA,0.058,NA,0.009,0.01,NA,1100,2010-02-06,2010-02-01,2010-02-05,FALSE,"Celeste-Tel"
"2010-feb","Metroscopia",0.375,0.434,NA,NA,NA,NA,NA,NA,500,2010-02-05,2010-02-03,2010-02-04,FALSE,"Metroscopia"
"2010-feb","Sigma Dos",0.377,0.435,NA,0.045,NA,0.012,NA,NA,700,2010-02-05,2010-02-02,2010-02-04,FALSE,"Sigma Dos"
"2010-jan","Obradoiro de Socioloxía",0.378,0.404,NA,0.052,NA,0.011,NA,NA,3206,2010-01-28,2010-01-11,2010-01-27,FALSE,"Obradoiro de Socioloxía"
"2010-jan","TNS Demoscopia",0.35,0.412,NA,0.054,NA,0.009,NA,NA,NA,2010-01-27,2010-01-25,2010-01-26,FALSE,"TNS Demoscopia"
"2010-jan","CIS",0.362,0.4,NA,0.061,NA,0.013,0.009,NA,2477,2010-01-22,2010-01-09,2010-01-21,FALSE,"CIS"
"2010-jan","Invymark",0.412,0.443,NA,NA,NA,NA,NA,NA,NA,2010-01-16,2010-01-11,2010-01-15,FALSE,"Invymark"
"2010-jan","Celeste-Tel",0.385,0.426,NA,0.055,NA,0.009,0.009,NA,1100,2010-01-12,2010-01-04,2010-01-11,FALSE,"Celeste-Tel"
"2010-jan","NC Report",0.382,0.433,NA,0.051,NA,0.011,NA,NA,NA,2010-01-09,2010-01-08,2010-01-08,FALSE,"NC Report"
"2010-jan","Metroscopia",0.382,0.417,NA,NA,NA,NA,NA,NA,504,2010-01-08,2010-01-07,2010-01-07,FALSE,"Metroscopia"
"2009-dec","Sigma Dos",0.385,0.436,NA,0.047,NA,0.014,NA,NA,1000,2009-12-30,2009-12-23,2009-12-29,FALSE,"Sigma Dos"
"2009-dec","Invymark",0.412,0.441,NA,NA,NA,NA,NA,NA,NA,2009-12-26,2009-12-21,2009-12-25,FALSE,"Invymark"
"2009-dec","GESOP",0.365,0.42,NA,0.048,NA,0.01,NA,NA,1500,2009-12-18,2009-12-14,2009-12-17,FALSE,"GESOP"
"2009-dec","TNS Demoscopia",0.359,0.411,NA,0.052,NA,0.01,NA,NA,NA,2009-12-16,2009-12-14,2009-12-15,FALSE,"TNS Demoscopia"
"2009-dec","Celeste-Tel",0.386,0.424,NA,0.053,NA,0.009,0.009,NA,1100,2009-12-08,2009-12-01,2009-12-07,FALSE,"Celeste-Tel"
"2009-dec","Metroscopia",0.381,0.415,NA,NA,NA,NA,NA,NA,732,2009-12-04,2009-12-02,2009-12-03,FALSE,"Metroscopia"
"2009-dec","Obradoiro de Socioloxía",0.38,0.396,NA,0.05,NA,0.013,NA,NA,3201,2009-12-03,2009-11-09,2009-12-02,FALSE,"Obradoiro de Socioloxía"
"2009-nov","NC Report",0.383,0.43,NA,0.052,NA,0.011,NA,NA,1000,2009-11-27,2009-11-23,2009-11-26,FALSE,"NC Report"
"2009-nov","TNS Demoscopia",0.36,0.422,NA,0.053,NA,0.008,NA,NA,NA,2009-11-18,2009-11-16,2009-11-17,FALSE,"TNS Demoscopia"
"2009-nov","Celeste-Tel",0.388,0.424,NA,0.053,NA,0.009,0.009,NA,1100,2009-11-07,2009-11-02,2009-11-06,FALSE,"Celeste-Tel"
"2009-nov","Sigma Dos",0.394,0.426,NA,0.049,NA,0.01,NA,NA,1000,2009-11-06,2009-11-04,2009-11-05,FALSE,"Sigma Dos"
"2009-nov","Obradoiro de Socioloxía",0.369,0.405,NA,0.047,NA,0.011,NA,NA,3204,2009-11-05,2009-10-13,2009-11-04,FALSE,"Obradoiro de Socioloxía"
"2009-oct","NC Report",0.397,0.419,NA,0.051,NA,0.01,NA,NA,1000,2009-10-31,2009-10-28,2009-10-30,FALSE,"NC Report"
"2009-oct","Metroscopia",0.399,0.403,NA,NA,NA,NA,NA,NA,501,2009-10-30,2009-10-28,2009-10-29,FALSE,"Metroscopia"
"2009-oct","Simple Lógica",0.374,0.418,NA,0.036,NA,NA,NA,NA,1025,2009-10-22,2009-10-15,2009-10-21,FALSE,"Simple Lógica"
"2009-oct","Metroscopia",0.39,0.413,NA,NA,NA,NA,NA,NA,500,2009-10-16,2009-10-15,2009-10-15,FALSE,"Metroscopia"
"2009-oct","CIS",0.377,0.41,NA,0.047,NA,0.015,0.005,NA,2478,2009-10-15,2009-10-07,2009-10-14,FALSE,"CIS"
"2009-oct","Celeste-Tel",0.396,0.42,NA,0.052,NA,0.009,0.009,NA,1100,2009-10-08,2009-10-01,2009-10-07,FALSE,"Celeste-Tel"
"2009-oct","Obradoiro de Socioloxía",0.38,0.43,NA,0.044,NA,0.008,NA,NA,3202,2009-10-08,2009-09-16,2009-10-07,FALSE,"Obradoiro de Socioloxía"
"2009-oct","TNS Demoscopia",0.368,0.414,NA,0.053,NA,0.01,NA,NA,1003,2009-10-07,2009-10-05,2009-10-06,FALSE,"TNS Demoscopia"
"2009-oct","NC Report",0.398,0.421,NA,0.05,NA,0.01,NA,NA,1000,2009-10-03,2009-09-28,2009-10-02,FALSE,"NC Report"
"2009-oct","Metroscopia",0.38,0.416,NA,NA,NA,NA,NA,NA,501,2009-10-02,2009-09-30,2009-10-01,FALSE,"Metroscopia"
"2009-sep","Invymark",0.41,0.438,NA,NA,NA,NA,NA,NA,NA,2009-09-26,2009-09-21,2009-09-25,FALSE,"Invymark"
"2009-sep","Invymark",0.411,0.436,NA,NA,NA,NA,NA,NA,NA,2009-09-12,2009-09-07,2009-09-11,FALSE,"Invymark"
"2009-sep","Celeste-Tel",0.399,0.418,NA,0.051,NA,0.009,0.009,NA,1100,2009-09-08,2009-09-01,2009-09-07,FALSE,"Celeste-Tel"
"2009-sep","NC Report",0.399,0.42,NA,0.049,NA,0.011,NA,NA,1000,2009-09-04,2009-09-01,2009-09-03,FALSE,"NC Report"
"2009-jul","CIS",0.39,0.402,NA,0.046,NA,0.016,0.005,NA,2482,2009-07-14,2009-07-07,2009-07-13,FALSE,"CIS"
"2009-jul","Invymark",0.417,0.429,NA,NA,NA,NA,NA,NA,NA,2009-07-11,2009-07-06,2009-07-10,FALSE,"Invymark"
"2009-jul","Metroscopia",0.387,0.418,NA,NA,NA,NA,NA,NA,500,2009-07-10,2009-07-08,2009-07-09,FALSE,"Metroscopia"
"2009-jul","Celeste-Tel",0.401,0.417,NA,0.051,NA,0.01,0.009,NA,1100,2009-07-08,2009-07-01,2009-07-07,FALSE,"Celeste-Tel"
"2009-jul","NC Report",0.403,0.421,NA,0.046,NA,0.01,0.007,NA,1000,2009-07-04,2009-07-01,2009-07-03,FALSE,"NC Report"
"2009-jun","Invymark",0.418,0.428,NA,NA,NA,NA,NA,NA,NA,2009-06-27,2009-06-22,2009-06-26,FALSE,"Invymark"
"2009-jun","TNS Demoscopia",0.392,0.417,NA,0.044,NA,0.011,NA,NA,NA,2009-06-24,2009-06-22,2009-06-23,FALSE,"TNS Demoscopia"
"2009-jun","Obradoiro de Socioloxía",0.403,0.418,NA,0.039,NA,0.009,NA,NA,3200,2009-06-18,2009-05-25,2009-06-17,FALSE,"Obradoiro de Socioloxía"
"2009-jun","Invymark",0.415,0.429,NA,NA,NA,NA,NA,NA,NA,2009-06-13,2009-06-08,2009-06-12,FALSE,"Invymark"
"2009-jun","Metroscopia",0.389,0.409,NA,NA,NA,NA,NA,NA,500,2009-06-10,2009-06-08,2009-06-09,FALSE,"Metroscopia"
"2009-jun","NC Report",0.402,0.418,NA,0.048,NA,0.011,0.007,NA,1000,2009-06-09,2009-06-08,2009-06-08,FALSE,"NC Report"
"2009-jun","Celeste-Tel",0.397,0.42,NA,0.053,NA,0.01,0.009,NA,1100,2009-06-06,2009-06-01,2009-06-05,FALSE,"Celeste-Tel"
"2009-may","Sigma Dos",0.406,0.428,NA,0.034,NA,NA,NA,NA,1000,2009-05-29,2009-05-26,2009-05-28,FALSE,"Sigma Dos"
"2009-may","Invymark",0.416,0.42,NA,NA,NA,NA,NA,NA,NA,2009-05-23,2009-05-18,2009-05-22,FALSE,"Invymark"
"2009-may","Obradoiro de Socioloxía",0.411,0.422,NA,0.037,NA,0.01,NA,NA,3206,2009-05-21,2009-04-27,2009-05-20,FALSE,"Obradoiro de Socioloxía"
"2009-may","GESOP",0.387,0.423,NA,0.039,NA,0.008,NA,NA,1500,2009-05-16,2009-05-11,2009-05-15,FALSE,"GESOP"
"2009-may","Celeste-Tel",0.399,0.411,NA,0.055,NA,0.011,0.009,NA,1100,2009-05-09,2009-05-04,2009-05-08,FALSE,"Celeste-Tel"
"2009-apr","NC Report",0.391,0.415,NA,0.056,NA,0.011,0.008,NA,1000,2009-05-01,2009-04-27,2009-04-30,FALSE,"NC Report"
